gene_id,pyrEplusFe2,pyrEplusFe3,troRplusFe1,troRplusFe2,troRplusFe3
HVO_RS04040,0,1,5,7,7
HVO_RS04045,4,6,14,12,4
HVO_RS04050,4,17,63,49,26
HVO_RS04055,430,517,756,681,470
HVO_RS04060,2071,2664,2868,2126,1618
HVO_RS04065,414,581,1353,1027,726
HVO_RS04070,392,430,1111,890,519
HVO_RS04075,1287,1517,1822,1295,1030
HVO_RS04080,785,1069,1966,1297,980
HVO_RS04085,245,278,462,329,236
HVO_RS04090,378,555,682,499,418
HVO_RS04095,172,180,383,321,164
HVO_RS04100,49,75,79,65,58
HVO_RS04110,11,14,7,10,12
HVO_RS04120,9,10,21,13,11
HVO_RS04125,26,31,71,42,34
HVO_RS04130,22,34,24,25,22
HVO_RS04135,1,1,2,0,2
HVO_RS04140,3,1,4,2,2
HVO_RS04145,1,6,5,8,1
HVO_RS04150,1,4,3,1,2
HVO_RS04155,0,1,0,1,0
HVO_RS04160,57,74,67,66,39
HVO_RS04165,17,25,15,14,10
HVO_RS04170,7,7,6,10,9
HVO_RS04175,102,111,159,136,114
HVO_RS04180,118,122,262,250,154
HVO_RS04185,50,91,242,217,127
HVO_RS04190,32,59,185,165,96
HVO_RS04195,115,125,208,128,104
HVO_RS04200,4,6,7,4,6
HVO_RS04205,9,0,25,22,9
HVO_RS04210,3,5,16,13,8
HVO_RS04215,89,139,113,115,53
HVO_RS04220,164,213,193,140,85
HVO_RS04225,21,20,17,10,10
HVO_RS04230,18,37,13,15,13
HVO_RS04235,8,13,10,16,8
HVO_RS04240,97,136,265,237,139
HVO_RS04245,293,337,581,506,345
HVO_RS04250,33,69,123,102,55
HVO_RS04255,81,125,195,167,125
HVO_RS04260,45,54,134,136,82
HVO_RS04265,4045,5301,11110,8485,5533
HVO_RS04270,14,21,26,24,15
HVO_RS04275,2,6,7,3,3
HVO_RS04280,225,315,507,367,284
HVO_RS04285,20,50,53,55,25
HVO_RS04290,703,935,1318,993,694
HVO_RS04295,876,1099,465,373,455
HVO_RS04300,1539,1804,3653,2777,2626
HVO_RS04305,1201,1430,3609,3003,1857
HVO_RS04310,187,179,567,515,275
HVO_RS04315,232,280,810,741,382
HVO_RS04320,92,108,131,113,94
HVO_RS04325,438,575,887,738,490
HVO_RS04330,658,1051,1784,1360,904
HVO_RS04340,1685,2070,7185,6033,3408
HVO_RS04350,1092,1465,4447,3443,2821
HVO_RS04365,43,49,77,65,28
HVO_RS04370,324,364,763,581,425
HVO_RS04375,104,132,276,218,183
HVO_RS04380,8,7,16,19,13
HVO_RS04385,16,17,26,34,13
HVO_RS04390,12,23,21,35,9
HVO_RS04395,19,39,48,46,44
HVO_RS04400,79,101,223,202,131
HVO_RS04405,43,54,84,63,44
HVO_RS04410,12,19,40,32,16
HVO_RS04415,13,26,24,15,15
HVO_RS04420,28,27,45,27,18
HVO_RS04425,27,37,44,35,36
HVO_RS04430,7,14,9,5,6
HVO_RS04435,5,7,12,7,2
HVO_RS04440,5,2,5,6,2
HVO_RS04445,1,4,3,1,1
HVO_RS04450,1,15,9,3,11
HVO_RS04455,1,3,1,5,9
HVO_RS04460,148,205,164,176,122
HVO_RS04465,904,1306,3702,2767,2073
HVO_RS04470,2527,3160,3049,2123,1809
HVO_RS04475,258,357,971,833,483
HVO_RS04480,571,869,1244,870,703
HVO_RS04485,1830,2385,2340,1706,1343
HVO_RS04490,5,6,35,28,22
HVO_RS04495,151,174,673,607,300
HVO_RS04500,20,44,35,21,28
HVO_RS04505,1742,2126,2861,2207,1687
HVO_RS04515,19,26,44,32,34
HVO_RS04520,983,1194,704,627,513
HVO_RS04525,7,4,15,10,3
HVO_RS04530,1,2,11,9,5
HVO_RS04540,280,350,636,492,391
HVO_RS04545,121,161,202,149,120
HVO_RS04555,109,127,235,164,104
HVO_RS04560,614,711,851,597,409
HVO_RS04565,72,72,214,191,125
HVO_RS04570,31,25,60,47,24
HVO_RS04585,307,445,1290,968,606
HVO_RS04590,122,159,263,212,123
HVO_RS04595,591,635,1107,759,499
HVO_RS04600,635,1024,1502,1130,1113
HVO_RS04605,59,89,159,114,95
HVO_RS04610,127,164,690,610,427
HVO_RS04615,1079,1325,2510,2132,1456
HVO_RS04620,1608,1796,2813,2251,1841
HVO_RS04625,935,1232,1215,989,845
HVO_RS04630,50,43,95,87,36
HVO_RS04635,551,821,1044,862,562
HVO_RS04640,787,980,2336,1544,1140
HVO_RS04650,96,136,435,452,233
HVO_RS04655,82,124,259,223,138
HVO_RS04660,595,849,1815,1551,1182
HVO_RS04665,152,161,432,415,266
HVO_RS04670,122,148,382,293,211
HVO_RS04675,359,486,839,590,408
HVO_RS04680,126,201,195,137,89
HVO_RS04685,899,1150,949,846,696
HVO_RS04690,169,220,216,149,106
HVO_RS04695,407,467,1933,1460,1003
HVO_RS04700,543,627,1353,1014,529
HVO_RS04710,674,972,3263,2756,1550
HVO_RS04715,1095,1420,2382,2012,1430
HVO_RS04720,834,1091,1737,1409,961
HVO_RS04725,270,329,819,734,495
HVO_RS04730,768,1041,1453,1005,775
HVO_RS04735,1393,1774,1929,1365,1070
HVO_RS04740,3167,3933,7333,6112,3541
HVO_RS04745,452,590,523,393,312
HVO_RS04750,2842,3677,6092,4196,3164
HVO_RS04755,2224,2880,3621,2338,1789
HVO_RS04760,12,21,14,5,12
HVO_RS04765,28,55,125,151,81
HVO_RS04770,584,707,1698,1531,880
HVO_RS04775,591,791,1083,764,605
HVO_RS04780,3727,5017,6633,4707,3590
HVO_RS04785,1977,2761,5527,3788,2809
HVO_RS04790,200,216,447,388,243
HVO_RS04795,840,1055,1786,1327,876
HVO_RS04800,335,553,730,652,507
HVO_RS04805,310,404,565,598,377
HVO_RS04810,50,96,131,126,75
HVO_RS04815,173,223,226,195,141
HVO_RS04820,1396,1489,2775,2224,1566
HVO_RS04825,24287,29533,42488,31262,22097
HVO_RS04830,191,253,209,199,144
HVO_RS04835,1805,2313,3326,2639,1859
HVO_RS04840,2090,2924,2666,1830,1546
HVO_RS04850,127,189,403,333,236
HVO_RS04855,103,120,805,664,462
HVO_RS04860,87,133,374,233,152
HVO_RS04865,1282,1775,1214,1003,669
HVO_RS04870,10761,13723,10214,7704,6149
HVO_RS04875,524,781,1181,817,729
HVO_RS04880,1541,1968,4419,3272,2623
HVO_RS04885,259,314,609,547,355
HVO_RS04890,4655,6312,9573,8525,5984
HVO_RS04895,146,158,172,137,85
HVO_RS04905,7622,9814,21342,27390,10132
HVO_RS04910,8451,10177,23411,27819,10496
HVO_RS04915,9237,11506,26404,29791,11051
HVO_RS04920,25070,31791,64247,63507,26504
HVO_RS04940,39585,52244,85834,65204,39534
HVO_RS04945,254,346,615,567,357
HVO_RS04950,256,357,469,316,236
HVO_RS04955,151,187,641,598,302
HVO_RS04965,1367,1824,3314,2434,1643
HVO_RS04970,440,629,787,616,477
HVO_RS04975,18,20,78,106,43
HVO_RS04980,132,185,483,495,257
HVO_RS04985,121,161,449,388,214
HVO_RS04990,256,301,865,695,400
HVO_RS04995,457,664,983,748,545
HVO_RS05000,14861,21962,24632,18373,14002
HVO_RS05005,671,914,1457,1041,746
HVO_RS05010,2654,3638,8108,7462,4269
HVO_RS05015,7859,8455,3856,2869,3061
HVO_RS05020,691,987,1182,1033,870
HVO_RS05025,127,141,180,120,132
HVO_RS05030,1976,2468,3615,2817,2076
HVO_RS05035,19036,24663,27746,19574,17074
HVO_RS05040,459,685,830,597,465
HVO_RS05045,5392,7366,2819,2243,1735
HVO_RS05055,387,537,1568,1181,748
HVO_RS05060,72,91,240,219,112
HVO_RS05065,191,215,520,439,243
HVO_RS05080,285,318,211,217,156
HVO_RS05085,270,351,350,258,194
HVO_RS05090,2787,3088,5002,3720,2688
HVO_RS05095,269,307,757,699,396
HVO_RS05110,43,58,90,60,139
HVO_RS05115,156,165,363,292,550
HVO_RS05130,615,667,942,757,603
HVO_RS05135,66,77,640,319,362
HVO_RS05140,1401,1886,3014,2341,1722
HVO_RS05145,284,346,611,464,342
HVO_RS05150,404,465,478,331,296
HVO_RS05155,2311,2655,3396,2956,2525
HVO_RS05160,181,254,243,168,162
HVO_RS05165,2611,3388,6141,5081,3513
HVO_RS05170,736,1230,2448,1360,1364
HVO_RS05175,533,716,1023,845,645
HVO_RS05180,211,235,372,278,228
HVO_RS05190,1535,2148,2397,1827,1462
HVO_RS05200,6045,7837,6043,4346,3969
HVO_RS05205,1874,2469,1905,1321,1196
HVO_RS05210,6799,8895,13779,10240,8458
HVO_RS05215,229,293,527,406,252
HVO_RS05220,9946,12962,13085,9027,7507
HVO_RS05225,388,537,777,844,481
HVO_RS05230,969,1180,2277,1683,1299
HVO_RS05235,1634,2085,3467,2403,2005
HVO_RS05240,29,30,79,77,47
HVO_RS05250,553,968,594,422,350
HVO_RS05255,3676,4234,6199,4381,3350
HVO_RS05260,4854,5941,10221,7534,5545
HVO_RS05265,733,1240,627,497,412
HVO_RS05280,262,306,774,577,369
HVO_RS05285,465,563,895,729,484
HVO_RS05295,1291,1551,2074,1571,1307
HVO_RS05300,39,59,112,95,61
HVO_RS05305,603,873,977,714,568
HVO_RS05310,595,775,1183,967,655
HVO_RS05320,519,690,595,438,304
HVO_RS05325,119,148,115,73,69
HVO_RS05330,145,220,298,205,166
HVO_RS05335,268,372,512,338,200
HVO_RS05340,241,266,278,181,137
HVO_RS05345,7533,9811,13814,9787,8938
HVO_RS05350,6069,8027,8714,6245,5377
HVO_RS05355,707,1006,1772,1379,1180
HVO_RS05365,18,25,41,34,18
HVO_RS05370,98,169,241,188,149
HVO_RS05375,1714,2173,3088,2512,1632
HVO_RS05380,305,421,427,447,319
HVO_RS05385,3141,4298,6526,6013,4226
HVO_RS05390,56,59,80,71,47
HVO_RS05395,2,10,13,14,3
HVO_RS05400,495,605,1084,753,475
HVO_RS05410,409,568,997,933,624
HVO_RS05415,141,184,429,389,230
HVO_RS05420,14,27,61,53,25
HVO_RS05430,21,28,51,56,27
HVO_RS05440,76,68,139,136,89
HVO_RS05445,56,75,113,145,107
HVO_RS05450,9,5,37,52,16
HVO_RS05455,23851,30099,22010,15595,13942
HVO_RS05460,504,874,370,287,289
HVO_RS05465,299,370,634,599,384
HVO_RS05470,128,184,182,157,107
HVO_RS05475,4548,6369,6593,5345,3744
HVO_RS05480,1364,1675,2037,1745,1270
HVO_RS05485,357,474,811,665,407
HVO_RS05490,1613,2001,2991,2218,1761
HVO_RS05495,421,684,591,515,375
HVO_RS05500,12559,12880,9198,7700,8894
HVO_RS05505,4371,5002,2730,2201,2561
HVO_RS05510,525,569,992,787,524
HVO_RS05515,1908,2457,3494,2750,1927
HVO_RS05520,1786,2293,2992,2250,1521
HVO_RS05525,12,16,34,22,15
HVO_RS05530,74,93,116,125,60
HVO_RS05535,145,191,218,128,95
HVO_RS05540,7264,8483,8600,6425,5722
HVO_RS05545,213,339,344,277,194
HVO_RS05550,404,533,964,788,528
HVO_RS05555,744,931,1201,1021,704
HVO_RS05560,3979,5251,5341,4142,3099
HVO_RS05565,146,207,218,199,128
HVO_RS05570,49,54,71,50,59
HVO_RS05575,817,918,1367,1134,770
HVO_RS05580,998,1301,1748,1400,1026
HVO_RS05585,115,166,166,126,80
HVO_RS05590,557,598,214,146,124
HVO_RS05595,94,148,40,42,29
HVO_RS05600,1414,1602,3835,3464,3176
HVO_RS05605,3300,4170,5674,5382,4750
HVO_RS05610,2646,3350,1586,1338,1337
HVO_RS05615,375,477,278,256,210
HVO_RS05620,1003,1104,1056,821,821
HVO_RS05630,930,1174,3216,2960,1795
HVO_RS05635,180,336,558,435,332
HVO_RS05640,268,326,383,343,232
HVO_RS05645,8477,11649,19374,16438,11610
HVO_RS05655,16732,23013,18061,13765,8848
HVO_RS05665,418,502,751,528,474
HVO_RS05670,2866,3516,6698,4974,3625
HVO_RS05675,14,38,54,29,29
HVO_RS05680,45,76,133,106,64
HVO_RS05685,32,64,73,41,30
HVO_RS05690,838,1012,2015,1596,1030
HVO_RS05695,526,669,1434,1373,789
HVO_RS05700,113,101,130,120,89
HVO_RS05705,1942,2621,6599,5658,3494
HVO_RS05710,209,215,424,377,214
HVO_RS05715,941,1314,2766,2340,1718
HVO_RS05720,355,430,829,646,472
HVO_RS05725,919,1087,707,565,425
HVO_RS05730,15,20,60,63,26
HVO_RS05735,662,794,820,767,415
HVO_RS05740,29380,39440,54710,37575,39586
HVO_RS05745,8252,11432,14012,9130,8681
HVO_RS05750,125,225,324,236,217
HVO_RS05755,18,22,28,28,14
HVO_RS05760,37,45,79,63,57
HVO_RS05765,66,84,130,122,68
HVO_RS05770,1760,2376,3364,2243,1867
HVO_RS05775,1221,1662,4099,3834,2289
HVO_RS05780,252,308,512,473,256
HVO_RS05785,77,96,114,92,57
HVO_RS05790,62,62,201,165,106
HVO_RS05795,38,37,94,74,48
HVO_RS05800,10,12,29,24,21
HVO_RS05805,9,8,17,18,6
HVO_RS05810,1194,1374,1036,811,622
HVO_RS05815,280,327,873,871,478
HVO_RS05820,1436,1699,2186,2101,1253
HVO_RS05825,213,218,579,485,295
HVO_RS05830,952,1171,3442,2717,2015
HVO_RS05835,352,511,773,584,507
HVO_RS05845,245,226,623,494,407
HVO_RS05850,52,69,119,119,67
HVO_RS05855,117,151,177,169,101
HVO_RS05860,886,1043,1652,1509,942
HVO_RS05865,175,234,430,457,216
HVO_RS05875,239,351,810,692,319
HVO_RS05880,1069,1282,2104,1626,1123
HVO_RS05885,278,326,671,480,319
HVO_RS05890,219,272,604,511,302
HVO_RS05895,121,175,229,197,138
HVO_RS05900,314,437,980,816,582
HVO_RS05905,209,228,775,649,470
HVO_RS05910,13,15,48,56,37
HVO_RS05915,487,705,2355,1847,1310
HVO_RS05920,104,171,396,269,208
HVO_RS05925,401,469,1394,974,827
HVO_RS05930,220,256,533,447,308
HVO_RS05935,4,9,7,9,5
HVO_RS05940,159,220,464,390,237
HVO_RS05945,18,13,43,44,29
HVO_RS05950,55,78,79,73,69
HVO_RS05955,3,7,26,33,10
HVO_RS05960,7,10,21,16,7
HVO_RS05965,278,470,284,228,176
HVO_RS05975,0,0,0,0,0
HVO_RS05985,2,2,0,0,1
HVO_RS05990,91,127,86,60,52
HVO_RS05995,115,165,221,163,151
HVO_RS06000,0,3,2,1,2
HVO_RS06005,1,1,1,0,0
HVO_RS06010,3,0,2,2,2
HVO_RS06015,1,3,8,11,3
HVO_RS06020,3,0,1,2,2
HVO_RS06025,1,2,1,1,0
HVO_RS06030,0,2,8,7,1
HVO_RS06035,0,0,0,0,0
HVO_RS06040,0,0,0,0,0
HVO_RS06045,0,1,1,0,0
HVO_RS06050,0,0,0,0,0
HVO_RS06055,6,6,14,9,7
HVO_RS06060,4,7,4,5,5
HVO_RS06065,234,324,609,499,263
HVO_RS06070,1450,1910,3253,2625,1924
HVO_RS06075,810,1094,1137,699,640
HVO_RS06080,345,499,664,551,330
HVO_RS06085,50,49,99,86,82
HVO_RS06090,6,3,7,0,2
HVO_RS06095,140,200,252,192,164
HVO_RS06100,1293,1628,2104,1460,1070
HVO_RS06105,514,638,1332,1224,794
HVO_RS06110,1281,1742,2456,2312,1734
HVO_RS06115,18,47,82,51,58
HVO_RS06120,100,105,248,205,173
HVO_RS06125,15,23,66,61,26
HVO_RS06130,759,849,2059,1510,1062
HVO_RS06135,290,337,537,361,285
HVO_RS06140,1131,1603,1777,1473,1036
HVO_RS06145,162,173,341,253,204
HVO_RS06150,152,209,352,300,193
HVO_RS06155,245,301,694,498,372
HVO_RS06160,12921,14900,12258,9224,8775
HVO_RS06165,85,120,294,275,174
HVO_RS06170,940,1115,3036,2058,1681
HVO_RS06175,692,750,2229,1527,1240
HVO_RS06180,649,832,1447,1198,809
HVO_RS06185,1062,1294,2865,2453,1447
HVO_RS06190,21,28,67,77,37
HVO_RS06195,435,653,1226,895,741
HVO_RS06205,1436,1821,4067,3232,1676
HVO_RS06210,1748,2366,3883,3064,1749
HVO_RS06215,858,1171,2607,2058,1146
HVO_RS06220,544,637,3084,2536,1232
HVO_RS06225,63,81,517,456,177
HVO_RS06230,553,821,3017,2755,1138
HVO_RS06235,421,497,2426,2230,963
HVO_RS06240,170,206,599,537,257
HVO_RS06245,1849,2393,5626,4279,2815
HVO_RS06250,358,401,568,459,362
HVO_RS06255,666,934,2479,2133,1298
HVO_RS06265,2318,2840,3419,2804,1972
HVO_RS06270,334,421,678,587,372
HVO_RS06280,77,104,253,208,112
HVO_RS06285,4869,6323,16023,10998,8270
HVO_RS06290,163,231,393,312,220
HVO_RS06295,767,877,1384,896,820
HVO_RS06300,166,191,402,326,200
HVO_RS06305,6,11,14,18,8
HVO_RS06310,1027,1379,2406,1644,1168
HVO_RS06315,1212,1599,2050,1600,934
HVO_RS06320,312,405,577,500,293
HVO_RS06325,857,1450,1530,1097,677
HVO_RS06330,2182,2574,3698,2822,2038
HVO_RS06335,430,451,699,556,367
HVO_RS06340,14,15,36,32,17
HVO_RS06345,5,8,19,13,10
HVO_RS06350,20,51,52,33,34
HVO_RS06355,36,33,79,67,31
HVO_RS06360,71,86,205,176,120
HVO_RS06365,62,58,38,37,24
HVO_RS06370,530,718,874,711,559
HVO_RS06375,1460,2027,4740,4051,2490
HVO_RS06385,833,1092,2491,2574,1319
HVO_RS06395,75,107,385,414,185
HVO_RS06400,216,253,665,542,314
HVO_RS06405,1289,1637,2680,2012,1356
HVO_RS06410,3008,3538,6966,4924,3434
HVO_RS06415,31,47,44,63,40
HVO_RS06420,4920,6231,14745,11673,6673
HVO_RS06425,1297,1575,2432,1997,1259
HVO_RS06430,1241,1349,3383,2919,1597
HVO_RS06440,3691,4687,11462,8536,5031
HVO_RS06445,106,132,437,287,200
HVO_RS06450,19,17,51,40,30
HVO_RS06455,1,4,8,1,5
HVO_RS06460,0,0,4,3,0
HVO_RS06465,5,7,13,10,8
HVO_RS06470,11,20,32,27,18
HVO_RS06475,22,53,95,67,59
HVO_RS06480,1,0,5,3,0
HVO_RS06485,0,0,2,2,1
HVO_RS06490,17,11,40,26,17
HVO_RS06495,0,2,2,0,3
HVO_RS06500,2,1,1,1,1
HVO_RS06505,4,7,2,10,5
HVO_RS06510,6,8,5,6,5
HVO_RS06515,8,11,9,14,11
HVO_RS06520,1,2,14,3,4
HVO_RS06525,29,32,59,63,42
HVO_RS06530,526,655,852,675,548
HVO_RS06535,744,1074,399,340,353
HVO_RS06540,22,27,70,41,33
HVO_RS06545,17,41,52,49,44
HVO_RS06550,7,18,61,49,38
HVO_RS06555,37,47,216,187,116
HVO_RS06560,121,179,320,230,148
HVO_RS06565,913,1304,6336,3474,2501
HVO_RS06570,3426,4767,8211,6867,5024
HVO_RS06575,2839,3788,4425,3268,2525
HVO_RS06580,730,1059,1643,1223,977
HVO_RS06585,61,75,172,133,83
HVO_RS06600,30,45,23,25,22
HVO_RS06605,512,714,1536,1210,880
HVO_RS06610,2619,2915,2426,2000,1644
HVO_RS06615,1512,1929,2242,1749,1374
HVO_RS06620,924,1286,1340,960,778
HVO_RS06625,1490,1847,4490,3984,2304
HVO_RS06630,1879,2895,4031,3269,2116
HVO_RS06635,6195,8788,7631,6111,3571
HVO_RS06640,4022,4955,5286,4353,2673
HVO_RS06645,2186,2857,4417,3799,2316
HVO_RS06650,5303,7469,8068,6597,5145
HVO_RS06655,3113,3929,4676,3487,2730
HVO_RS06660,619,781,814,631,503
HVO_RS06665,2061,2813,3988,3033,2171
HVO_RS06670,88,103,112,140,63
HVO_RS06685,315,444,625,545,408
HVO_RS06690,195,221,859,1103,396
HVO_RS06695,2501,3096,6398,5948,3430
HVO_RS06700,2832,3490,3732,2749,2014
HVO_RS06705,92,117,314,302,174
HVO_RS06710,108,140,275,255,140
HVO_RS06715,207,274,470,371,311
HVO_RS06725,11860,13961,9767,6845,6474
HVO_RS06730,468,572,766,470,356
HVO_RS06735,3817,4522,7426,5467,3877
HVO_RS06740,180,217,335,244,170
HVO_RS06745,484,536,592,428,346
HVO_RS06750,450,494,526,449,320
HVO_RS06755,384,442,406,300,265
HVO_RS06760,4484,6044,5718,4457,3451
HVO_RS06765,401,524,841,664,502
HVO_RS06770,1626,1959,1722,1378,1055
HVO_RS06775,372,481,445,334,246
HVO_RS06785,414,533,1046,802,659
HVO_RS06800,695,1224,1282,1070,823
HVO_RS06805,3752,5090,10815,7544,5818
HVO_RS06810,936,1081,1626,1144,965
HVO_RS06815,689,804,1073,668,590
HVO_RS06820,1566,2028,2209,1617,1242
HVO_RS06825,1302,2423,1409,1004,801
HVO_RS06830,2925,3463,6544,5017,3462
HVO_RS06835,174,178,415,320,236
HVO_RS06865,12547,18350,15532,10041,10398
HVO_RS06870,502,680,998,574,671
HVO_RS06880,2812,4162,2778,1990,1854
HVO_RS06885,2086,2866,4110,2930,2264
HVO_RS06890,9178,12099,11825,8864,7698
HVO_RS06895,1080,1376,1971,1479,1076
HVO_RS06900,13715,19244,23960,15068,14064
HVO_RS06905,207,288,350,259,201
HVO_RS06910,824,918,1707,1144,917
HVO_RS06915,1364,1780,2313,1746,1212
HVO_RS06920,812,1384,921,1044,910
HVO_RS06925,4708,6307,4729,4899,4531
HVO_RS06930,13195,18846,12013,10263,10156
HVO_RS06935,369,452,339,263,240
HVO_RS06940,450,604,909,711,522
HVO_RS06945,107,136,259,208,117
HVO_RS06950,2147,2691,7036,4927,3116
HVO_RS06955,828,1231,1837,1529,1067
HVO_RS06960,140,179,283,185,158
HVO_RS06965,416,488,1064,803,532
HVO_RS06970,234,286,784,619,411
HVO_RS06975,17,17,31,43,34
HVO_RS06980,80,96,69,31,49
HVO_RS06985,59,104,87,64,39
HVO_RS06990,900,1083,1356,1089,909
HVO_RS06995,213,251,392,306,216
HVO_RS07000,526,725,855,634,531
HVO_RS07005,759,964,1552,1157,774
HVO_RS07010,531,626,873,719,538
HVO_RS07015,919,1142,1575,1174,929
HVO_RS07020,82,110,192,145,83
HVO_RS07025,8347,10905,7954,5829,4818
HVO_RS07035,29647,42094,45985,31356,27518
HVO_RS07040,235,351,605,496,344
HVO_RS07045,2305,2937,5345,3561,2679
HVO_RS07050,646,756,1556,1520,961
HVO_RS07060,885,1071,471,329,284
HVO_RS07065,6245,8129,8666,6480,5911
HVO_RS07070,3849,4892,5967,4775,4191
HVO_RS07075,1817,2346,3294,2725,2098
HVO_RS07080,753,859,1828,1603,1006
HVO_RS07085,3800,5082,5213,4691,3918
HVO_RS07090,918,1207,1551,1487,1225
HVO_RS07095,5,13,13,8,10
HVO_RS07100,239,244,231,174,132
HVO_RS07105,29777,38973,35619,27917,27991
HVO_RS07110,15616,24401,27819,21477,19801
HVO_RS07115,2,2,6,6,3
HVO_RS07120,201,299,399,325,230
HVO_RS07130,11,19,25,15,10
HVO_RS07135,4,2,3,3,1
HVO_RS07140,253,347,584,485,314
HVO_RS07145,199,253,428,315,239
HVO_RS07150,784,967,2073,1669,1238
HVO_RS07155,610,827,1534,943,736
HVO_RS07160,3539,4557,4576,3428,2656
HVO_RS07165,157,195,350,287,197
HVO_RS07170,67,81,158,132,81
HVO_RS07175,787,1151,1547,1372,883
HVO_RS07180,52,49,54,43,35
HVO_RS07185,30,44,44,38,24
HVO_RS07190,312,405,371,304,258
HVO_RS07195,66,85,61,59,44
HVO_RS07200,15,21,86,56,40
HVO_RS07205,20,46,6,11,10
HVO_RS07210,671,768,872,619,543
HVO_RS07215,1665,2091,4599,3790,2346
HVO_RS07220,1113,1494,1658,1397,1040
HVO_RS07225,1460,1902,3564,2998,2039
HVO_RS07230,316,376,605,445,340
HVO_RS07235,3,10,4,1,3
HVO_RS07240,30,60,43,24,19
HVO_RS07245,11,18,13,8,4
HVO_RS07250,8,5,7,10,7
HVO_RS07260,30306,38815,72792,45259,30622
HVO_RS07265,2608,3444,10331,7000,4033
HVO_RS07270,1232,1561,5985,4480,2226
HVO_RS07275,1401,1640,7896,6015,2811
HVO_RS07280,594,634,1472,1178,817
HVO_RS07285,114599,146177,28278,19140,18766
HVO_RS07290,331,467,8139,7848,3542
HVO_RS07295,7962,8846,41737,33060,22042
HVO_RS07300,642,680,785,492,377
HVO_RS07305,23558,30425,29455,22357,16666
HVO_RS07310,625,858,853,644,555
HVO_RS07315,193,286,292,191,186
HVO_RS07320,1819,2404,2919,2283,1715
HVO_RS07325,341,506,902,716,479
HVO_RS07330,254,290,558,432,359
HVO_RS07335,140,127,334,197,192
HVO_RS07340,1031,1157,2091,1576,1123
HVO_RS07345,22,34,147,87,64
HVO_RS07360,17,14,37,20,16
HVO_RS07365,78,114,178,153,103
HVO_RS07370,139,180,193,172,143
HVO_RS07385,728,921,1325,1018,760
HVO_RS07390,64,96,263,175,122
HVO_RS07395,3950,5507,12166,8526,5844
HVO_RS07400,61,78,122,98,77
HVO_RS07405,23,36,60,52,40
HVO_RS07410,29,49,83,58,26
HVO_RS07415,256,301,397,316,225
HVO_RS07420,29,46,69,51,40
HVO_RS07425,43,64,83,57,60
HVO_RS07430,910,1148,1776,1396,1009
HVO_RS07435,535,792,989,696,605
HVO_RS07440,335,442,1323,965,697
HVO_RS07445,258,346,466,365,272
HVO_RS07450,241,299,590,421,308
HVO_RS07455,1177,1569,2656,1941,1372
HVO_RS07460,142,217,357,307,184
HVO_RS07465,186,278,566,417,283
HVO_RS07470,66,94,99,138,76
HVO_RS07475,2487,4221,3523,3107,2978
HVO_RS07480,38,46,72,87,67
HVO_RS07485,353,480,827,661,453
HVO_RS07490,531,649,1070,762,597
HVO_RS07500,8270,13073,16066,14811,11165
HVO_RS07505,1229,1446,1716,1463,980
HVO_RS07510,0,0,0,0,0
HVO_RS07515,1027,1257,3263,2305,1635
HVO_RS07520,995,1089,2103,1447,978
HVO_RS07535,83,87,297,370,168
HVO_RS07540,96,111,318,335,141
HVO_RS07545,79,88,289,277,120
HVO_RS07550,26,30,120,169,60
HVO_RS07555,646,829,470,405,353
HVO_RS07560,1481,1701,2846,2173,1534
HVO_RS07565,630,711,1606,1252,783
HVO_RS07570,724,864,563,480,421
HVO_RS07575,347,382,385,299,244
HVO_RS07580,881,1135,570,579,413
HVO_RS07585,1238,1479,2734,2165,1218
HVO_RS07590,1394,1614,3067,2795,1415
HVO_RS07595,1056,1618,2774,2275,1146
HVO_RS07600,118,136,187,132,101
HVO_RS07605,36,48,92,69,43
HVO_RS07610,75,79,194,136,98
HVO_RS07615,31,44,80,69,57
HVO_RS07620,101,112,137,116,90
HVO_RS07625,9,4,13,16,8
HVO_RS07630,19,27,49,37,21
HVO_RS07635,23,29,57,24,20
HVO_RS07640,18,25,33,33,14
HVO_RS07645,31,74,73,40,37
HVO_RS07650,6,11,15,13,11
HVO_RS07655,35,36,34,34,17
HVO_RS07660,3,2,1,1,1
HVO_RS07665,6,11,17,15,9
HVO_RS07670,10,20,62,41,39
HVO_RS07675,16,23,21,10,17
HVO_RS07680,119,114,96,103,71
HVO_RS07685,123,155,149,128,90
HVO_RS07690,645,933,1530,1353,837
HVO_RS07695,347,516,1123,771,573
HVO_RS07700,48,71,43,35,34
HVO_RS07705,533,730,672,514,465
HVO_RS07710,30,75,95,82,47
HVO_RS07715,181,189,667,424,277
HVO_RS07720,5851,7706,12226,9273,6348
HVO_RS07725,28530,38683,45816,32576,20460
HVO_RS07730,2974,4177,5052,4001,2369
HVO_RS07735,1621,2209,3181,2550,1346
HVO_RS07740,401,502,811,599,335
HVO_RS07745,684,900,2837,2696,1323
HVO_RS07750,1449,2105,3758,2675,1877
HVO_RS07755,799,1128,1956,1738,959
HVO_RS07760,688,950,1056,968,678
HVO_RS07765,266,311,562,610,314
HVO_RS07770,469,478,955,941,508
HVO_RS07775,66,78,173,201,108
HVO_RS07780,537,712,1336,945,648
HVO_RS07785,30,22,20,13,15
HVO_RS07795,97,157,135,113,94
HVO_RS07800,11984,12690,27598,25110,11777
