gene_id,pyrEplusFe2,pyrEplusFe3,troRplusFe1,troRplusFe2,troRplusFe3
HVO_RS11490,41,57,68,59,40
HVO_RS11495,221,263,565,425,284
HVO_RS11500,21,43,80,43,35
HVO_RS11505,47,45,53,50,29
HVO_RS11510,479,622,1339,1001,619
HVO_RS11515,1398,1778,3726,2772,1990
HVO_RS11520,485,711,810,626,485
HVO_RS11525,1492,1666,1686,1361,1127
HVO_RS11530,574,680,1438,1155,796
HVO_RS11540,416,574,763,618,513
HVO_RS11545,693,901,1282,990,659
HVO_RS11560,53,60,119,66,44
HVO_RS11565,79,120,99,88,51
HVO_RS11575,182,241,504,397,209
HVO_RS11580,27,35,46,16,21
HVO_RS11585,3,3,5,0,3
HVO_RS11590,2,7,9,8,5
HVO_RS11595,1,6,8,5,2
HVO_RS11600,123,124,184,139,101
HVO_RS11605,60,72,135,112,59
HVO_RS11610,51,69,57,54,37
HVO_RS11615,44,37,82,42,30
HVO_RS11625,12,10,7,5,6
HVO_RS11630,145,170,359,272,167
HVO_RS11635,3002,3759,3632,2891,2037
HVO_RS11640,647,754,1016,752,583
HVO_RS11645,472,591,861,568,561
HVO_RS11650,1567,2128,3410,2487,1755
HVO_RS11655,40,73,145,194,91
HVO_RS11660,205,259,613,564,346
HVO_RS11665,308,364,506,374,333
HVO_RS11670,1018,1478,2914,1883,1851
HVO_RS11675,282,423,693,793,473
HVO_RS11680,138,153,212,190,119
HVO_RS11685,170,199,449,371,215
HVO_RS11690,4,4,18,12,14
HVO_RS11695,52,61,210,146,97
HVO_RS11700,49,58,152,96,65
HVO_RS11705,78,91,234,152,121
HVO_RS11710,292,360,480,373,257
HVO_RS11715,5125,6712,7770,6193,4459
HVO_RS11725,195,300,740,857,431
HVO_RS11730,323,361,286,223,185
HVO_RS11735,804,1178,1827,1154,992
HVO_RS11740,293,410,843,657,439
HVO_RS11745,38,49,195,154,105
HVO_RS11755,372,478,1088,982,611
HVO_RS11760,971,1237,6923,5988,3464
HVO_RS11765,1442,1989,10164,8499,5143
HVO_RS11770,849,1009,1799,1320,934
HVO_RS11775,602,727,706,620,439
HVO_RS11780,773,858,955,745,608
HVO_RS11785,277,411,511,441,356
HVO_RS11795,713,993,1578,1425,895
HVO_RS11800,646,927,1539,1053,925
HVO_RS11805,881,1430,2317,1621,1350
HVO_RS11810,2979,3830,7592,5384,4495
HVO_RS11815,267,334,756,653,410
HVO_RS11820,301,330,591,425,273
HVO_RS11825,20,17,42,21,9
HVO_RS11830,334,382,337,274,177
HVO_RS11835,3850,4839,9686,8367,4954
HVO_RS11840,213,267,564,511,260
HVO_RS11845,31,30,42,33,44
HVO_RS11850,11541,15377,11000,7922,7270
HVO_RS11855,4348,5024,4517,3131,2722
HVO_RS11865,55,82,113,87,57
HVO_RS11870,1410,1573,1920,1484,1141
HVO_RS11875,786,860,1275,928,717
HVO_RS11885,34759,46475,73647,53326,39106
HVO_RS11890,67,79,58,61,70
HVO_RS11895,35,84,75,48,37
HVO_RS11900,1849,2144,3276,2531,1958
HVO_RS11905,1715,2503,2266,1794,1319
HVO_RS11910,13401,18291,19713,13644,10878
HVO_RS11915,3873,5162,5567,4008,3284
HVO_RS11925,463,611,593,503,349
HVO_RS11930,976,1408,1413,1133,896
HVO_RS11935,3622,4981,5164,3823,3352
HVO_RS11940,859,1116,1523,1097,818
HVO_RS11945,815,1202,1243,967,705
HVO_RS11965,1970,2295,7912,9606,5340
HVO_RS11985,8384,11526,127422,78431,38484
HVO_RS11990,320,371,534,410,295
HVO_RS11995,1965,2597,3748,2903,2128
HVO_RS12000,718,966,2045,1651,1072
HVO_RS12005,280,375,495,404,314
HVO_RS12010,809,1201,1548,1029,831
HVO_RS12020,16,35,58,56,41
HVO_RS12030,0,0,0,0,0
HVO_RS12035,456,638,1725,1459,860
HVO_RS12040,131,217,704,591,310
HVO_RS12045,722,976,867,736,585
HVO_RS12050,9022,11178,17977,14430,10325
HVO_RS12055,755,1031,2125,1592,978
HVO_RS12060,291,384,559,460,308
HVO_RS12065,518,719,649,518,384
HVO_RS12070,664,925,1149,905,689
HVO_RS12075,1094,1285,2176,1635,1278
HVO_RS12080,475,537,1468,1015,735
HVO_RS12095,544,699,1581,1134,902
HVO_RS12105,1078,1332,1794,1367,1059
HVO_RS12110,416,433,586,467,347
HVO_RS12115,5689,6409,7804,5376,4811
HVO_RS12130,5507,7665,11874,8975,6281
HVO_RS12135,940,1245,1841,1523,1185
HVO_RS12140,441,659,782,731,548
HVO_RS12145,1000,1417,1379,1054,809
HVO_RS12150,1633,2240,1776,1477,1210
HVO_RS12155,2633,2826,2413,1937,1629
HVO_RS12160,565,640,1488,1373,674
HVO_RS12165,287,420,1002,924,609
HVO_RS12170,116,212,261,252,138
HVO_RS12175,268094,322463,87713,80835,92266
HVO_RS12180,2994,3706,8259,5311,3812
HVO_RS12185,336,517,1408,1034,677
HVO_RS12190,665,887,1325,914,728
HVO_RS12195,951,1305,1267,905,794
HVO_RS12205,5298,6926,4664,3586,2842
HVO_RS12210,2226,2668,4668,3828,2973
HVO_RS12215,302,403,589,456,348
HVO_RS12220,674,849,819,553,514
HVO_RS12225,1004,1352,2203,1550,1103
HVO_RS12230,3752,4252,5930,3953,3317
HVO_RS12235,554,749,993,789,601
HVO_RS12240,468,592,1777,1625,1014
HVO_RS12245,1566,1949,4208,3827,2608
HVO_RS12260,6154,6983,5810,4254,3803
HVO_RS12265,2779,3517,6080,4623,3398
HVO_RS12275,316,416,1075,851,529
HVO_RS12280,7666,10236,9708,7974,6065
HVO_RS12285,3775,4704,6283,4640,3115
HVO_RS12290,759,849,1440,1012,763
HVO_RS12295,296,298,660,604,367
HVO_RS12305,166,251,290,255,185
HVO_RS12310,273,313,510,415,337
HVO_RS12315,2148,2357,2515,1698,1464
HVO_RS12320,809,937,1855,1350,1012
HVO_RS12325,39,49,170,113,64
HVO_RS12330,697,801,1728,1312,944
HVO_RS12335,947,1222,2447,1840,1324
HVO_RS12350,977,1358,1969,1519,1156
HVO_RS12355,3267,4231,4987,3622,3030
HVO_RS12360,5097,6314,6829,4755,4245
HVO_RS12365,1061,1384,1528,1130,877
HVO_RS12370,987,1192,1471,1116,828
HVO_RS12375,966,1335,2859,2271,1564
HVO_RS12380,507,663,746,569,367
HVO_RS12385,598,657,1744,1397,909
HVO_RS12390,312,516,972,669,535
HVO_RS12395,126,157,269,301,155
HVO_RS12400,109,140,319,286,180
HVO_RS12405,513,601,1130,855,633
HVO_RS12410,1777,2029,2752,2113,1481
HVO_RS12415,562,780,1850,1407,784
HVO_RS12420,320,395,444,380,312
HVO_RS12425,912,1398,3273,2476,1878
HVO_RS12430,2161,2588,3088,2330,1937
HVO_RS12435,2464,2735,4534,3040,2599
HVO_RS12440,2186,2994,5510,5020,2850
HVO_RS12445,607,949,964,757,674
HVO_RS12450,107,155,550,497,318
HVO_RS12455,384,566,2045,1580,1022
HVO_RS12460,129,142,365,284,175
HVO_RS12465,106,156,292,264,161
HVO_RS12470,1379,1803,1843,1329,1209
HVO_RS12475,98,163,153,121,108
HVO_RS12480,168,199,558,394,269
HVO_RS12485,184,229,196,179,151
HVO_RS12490,75,74,132,100,79
HVO_RS12495,225,237,405,310,252
HVO_RS12500,934,1278,3229,2494,1506
HVO_RS12505,2887,4084,6718,5505,3909
HVO_RS12510,2058,2651,4900,3812,2600
HVO_RS12515,91,123,215,166,117
HVO_RS12520,912,1110,2319,1924,1340
HVO_RS12525,414,540,681,515,436
HVO_RS12535,432,537,809,595,394
HVO_RS12540,2319,3134,4017,2732,2324
HVO_RS12545,522,598,1252,873,734
HVO_RS12550,416,615,784,547,427
HVO_RS12555,49,65,141,116,71
HVO_RS12560,2848,3903,6865,5392,3398
HVO_RS12565,6,7,8,7,13
HVO_RS12580,0,6,5,1,0
HVO_RS12585,43,36,44,32,20
HVO_RS12590,273,417,402,286,240
HVO_RS12595,5,6,13,12,7
HVO_RS12600,16,9,12,12,6
HVO_RS12605,141,168,203,155,107
HVO_RS12615,63,97,134,107,90
HVO_RS12625,461,710,1180,1140,594
HVO_RS12640,497,613,774,602,459
HVO_RS12645,627,910,1193,864,624
HVO_RS12650,1027,1336,2302,1821,1314
HVO_RS12655,1143,1415,2896,2122,1364
HVO_RS12660,1003,1329,2417,2034,1272
HVO_RS12670,713,866,1259,952,701
HVO_RS12675,563,744,1193,1164,762
HVO_RS12680,582,893,1119,1181,766
HVO_RS12685,33,52,153,159,122
HVO_RS12695,11,11,19,10,12
HVO_RS12700,570,746,887,606,545
HVO_RS12710,905,1240,2806,2245,1530
HVO_RS12715,1235,1649,3250,2582,1903
HVO_RS12720,235,415,772,714,445
HVO_RS12725,333,434,933,744,514
HVO_RS12730,372,456,1064,732,543
HVO_RS12735,576,552,444,365,259
HVO_RS12740,157,184,314,208,178
HVO_RS12745,4046,4746,6276,4643,4849
HVO_RS12755,4433,5196,4141,3187,2971
HVO_RS12760,2145,3126,2374,1583,1328
HVO_RS12765,624,847,1272,950,753
HVO_RS12770,12289,17410,25074,20595,13357
HVO_RS12775,8219,8730,6975,5855,5698
HVO_RS12780,139,161,368,295,197
HVO_RS12785,82,94,259,257,134
HVO_RS12800,3004,3867,4862,3633,2982
HVO_RS12805,406,542,568,565,388
HVO_RS12810,147,279,110,94,101
HVO_RS12815,82,127,91,78,70
HVO_RS12820,5,9,20,9,7
HVO_RS12825,1703,2316,4938,4112,2423
HVO_RS12830,829,1209,2349,1951,1248
HVO_RS12835,6329,8396,10886,8114,6407
HVO_RS12840,1579,1958,2166,1610,1416
HVO_RS12845,883,1155,1744,1402,1002
HVO_RS12850,1155,1233,560,444,409
HVO_RS12855,30,37,83,52,42
HVO_RS12860,3109,4125,6618,4778,3678
HVO_RS12865,674,852,1619,1421,909
HVO_RS12870,318,324,806,636,429
HVO_RS12875,396,480,988,813,489
HVO_RS12880,672,1049,1054,722,617
HVO_RS12885,508,642,820,675,530
HVO_RS12890,2322,2863,3559,3705,2498
HVO_RS12895,682,973,4450,3843,2186
HVO_RS12900,9240,12368,33468,24248,17076
HVO_RS12905,4548,5862,15766,12426,8217
HVO_RS12910,2608,3727,6895,5856,3818
HVO_RS12915,491,625,2612,2496,1268
HVO_RS12920,2501,3337,3631,2628,1945
HVO_RS12925,13714,17194,26305,20283,13554
HVO_RS12930,2400,3178,11315,10943,5361
HVO_RS12935,365,507,685,496,345
HVO_RS12940,32,48,66,55,38
HVO_RS12945,247,255,1217,690,572
HVO_RS12950,713,501,2433,1265,930
HVO_RS12960,8370,3535,205,228,124
HVO_RS12965,5752,2850,189,186,136
HVO_RS12970,192,207,213,179,152
HVO_RS12975,168,214,137,114,91
HVO_RS12980,16,35,26,28,17
HVO_RS12985,5,9,37,33,17
HVO_RS12990,1436,2000,3272,2804,1874
HVO_RS12995,762,1126,1022,799,626
HVO_RS13000,425,812,726,565,371
HVO_RS13005,604,838,1757,1278,949
HVO_RS13010,3905,5562,7549,5619,3880
HVO_RS13015,0,0,0,0,0
HVO_RS13020,0,0,0,0,0
HVO_RS13025,0,0,0,0,0
HVO_RS13035,19,17,6,9,1
HVO_RS13040,1459,1909,1875,1350,1344
HVO_RS13045,507,662,850,732,598
HVO_RS13050,210,296,700,628,335
HVO_RS13055,1059,1531,3135,2380,1768
HVO_RS13060,123,167,809,965,380
HVO_RS13065,679,954,1217,1324,940
HVO_RS13070,3055,4160,5156,4856,4051
HVO_RS13075,5075,6583,6324,5206,4823
HVO_RS13080,1361,1697,3553,2733,1887
HVO_RS13085,2483,3368,4051,2878,2258
HVO_RS13090,264,375,568,402,318
HVO_RS13095,533,642,1177,1102,679
HVO_RS13100,1286,1732,2039,1772,1274
HVO_RS13105,1296,1799,3362,2288,1532
HVO_RS13110,5,2,1,1,1
HVO_RS13115,3932,5813,10252,6102,4751
HVO_RS13120,113,148,112,94,65
HVO_RS13125,17110,21303,14174,11739,11355
HVO_RS13130,1520,2051,1887,1287,1137
HVO_RS13135,791,1049,874,667,529
HVO_RS13140,1555,1713,2399,1711,1533
HVO_RS13145,1166,1457,2200,1608,1516
HVO_RS13150,447,591,805,680,598
HVO_RS13155,1605,2088,1483,1200,1612
HVO_RS13160,8641,10716,18706,14043,10372
HVO_RS13165,5442,7155,15061,12163,8434
HVO_RS13170,4329,5548,10523,8936,5890
HVO_RS13175,330,422,878,725,584
HVO_RS13180,2193,2944,4101,3492,2465
HVO_RS13185,75,99,230,225,163
HVO_RS13190,6229,7922,27968,22324,15440
HVO_RS13195,85,93,218,156,111
HVO_RS13205,20,25,33,28,13
HVO_RS13210,17,25,57,46,27
HVO_RS13215,1,5,8,4,6
HVO_RS13220,20,20,84,42,39
HVO_RS13225,5,5,10,6,5
HVO_RS13230,16,21,41,28,14
HVO_RS13235,38,46,79,76,36
HVO_RS13240,23,15,42,47,11
HVO_RS13245,17,18,28,41,17
HVO_RS13255,82,123,199,191,111
HVO_RS13265,314,427,649,474,487
HVO_RS13270,0,11,19,19,14
HVO_RS13275,1086,1409,1908,1838,1202
HVO_RS13280,1319,1565,2245,1975,1176
HVO_RS13285,249,299,322,241,169
HVO_RS13290,1203,1409,3560,3209,1355
HVO_RS13295,365,436,840,715,511
HVO_RS13300,220,306,705,484,462
HVO_RS13305,20,19,29,25,22
HVO_RS13310,441,590,449,361,308
HVO_RS13325,28,70,71,44,54
HVO_RS13330,498,903,939,722,666
HVO_RS13340,615,775,1305,1113,866
HVO_RS13345,2610,2919,3046,2393,2062
HVO_RS13350,1114,1319,1437,1320,995
HVO_RS13355,2990,4469,6521,5087,3208
HVO_RS13360,262,322,761,572,357
HVO_RS13365,164,213,298,250,186
HVO_RS13370,1354,1613,2005,1717,1432
HVO_RS13375,3023,3571,2972,2065,1900
HVO_RS13380,5609,7121,10293,7796,6182
HVO_RS13385,744,944,1563,1146,774
HVO_RS13390,443,650,1278,854,684
HVO_RS13395,519,681,1021,864,592
HVO_RS13400,177,247,703,471,288
HVO_RS13405,724,1038,792,568,551
HVO_RS13410,158,175,194,141,106
HVO_RS13415,295,354,477,354,262
HVO_RS13420,1015,1273,2319,1835,1031
HVO_RS13425,323,478,876,771,438
HVO_RS13430,192,272,902,716,519
HVO_RS13435,182,245,554,367,319
HVO_RS13440,734,886,1820,1375,1001
HVO_RS13445,1187,1499,3708,2650,1931
HVO_RS13450,1202,1432,2195,1671,1172
HVO_RS13455,1168,1340,1894,1316,1046
HVO_RS13460,2137,2842,3654,2590,2039
HVO_RS13465,150,259,342,291,249
HVO_RS13470,193,237,545,418,251
HVO_RS13475,1235,1653,2616,1932,1265
HVO_RS13480,934,1134,427,346,248
HVO_RS13485,2347,2873,4112,3201,2242
HVO_RS13495,4371,5731,11294,8051,5570
HVO_RS13500,89,158,333,339,163
HVO_RS13505,30,50,35,26,25
HVO_RS13510,0,1,1,0,0
HVO_RS13515,146,232,157,116,100
HVO_RS13530,84,97,271,219,145
HVO_RS13535,0,2,0,3,0
HVO_RS13540,15,18,35,22,22
HVO_RS13545,74,112,181,147,94
HVO_RS13550,20,19,29,23,16
HVO_RS13560,27,29,35,26,25
HVO_RS13565,0,1,2,0,1
HVO_RS13575,572,687,1369,1214,821
HVO_RS13580,364,343,477,345,271
HVO_RS13585,997,1243,1314,902,759
HVO_RS13595,475,568,890,606,474
HVO_RS13600,1409,1901,2954,2064,1506
HVO_RS13605,276,331,565,507,372
HVO_RS13610,3694,4015,5725,3832,3356
HVO_RS13615,5837,7784,8984,5890,4916
HVO_RS13620,4470,5470,8607,6495,4595
HVO_RS13625,296,389,945,757,476
HVO_RS13635,3465,4468,6749,5280,4230
HVO_RS13640,49641,77720,24305,27147,36226
HVO_RS13645,1337,1541,2149,1469,1147
HVO_RS13650,98,128,149,129,92
HVO_RS13655,209,255,501,417,280
HVO_RS13660,439,576,1333,1263,687
HVO_RS13665,1089,1463,2726,1966,1597
HVO_RS13670,14069,17163,12953,9267,8264
HVO_RS13675,5746,6593,6765,5044,4248
HVO_RS13680,9685,12131,12249,8906,8705
HVO_RS13685,720,1005,1380,936,895
HVO_RS13690,10486,15144,17909,12330,11077
HVO_RS13695,418,571,1022,776,662
HVO_RS13700,13920,19900,19215,13807,10883
HVO_RS13705,3054,4113,3461,2563,2209
HVO_RS13710,215,272,536,336,267
HVO_RS13715,6271,8219,12497,8232,7135
HVO_RS13720,456,516,1317,998,670
HVO_RS13725,1735,2105,2877,2370,1753
HVO_RS13730,139,211,257,180,169
HVO_RS13735,479,576,408,295,220
HVO_RS13740,5502,6033,9729,7700,7009
HVO_RS13745,499,708,741,536,501
HVO_RS13750,897,994,806,592,410
HVO_RS13755,347,371,822,654,434
HVO_RS13760,453,555,945,713,517
HVO_RS13765,1358,1804,2145,1459,1051
HVO_RS13770,279,288,457,379,279
HVO_RS13775,143,236,150,144,107
HVO_RS13780,5412,6468,5110,3455,3188
HVO_RS13785,10378,14893,8474,5684,5118
HVO_RS13790,615,852,1281,1047,736
HVO_RS13795,3282,4282,6141,4302,3021
HVO_RS13800,456,512,1341,1270,760
HVO_RS13805,238,309,810,752,515
HVO_RS13810,651,952,2038,1785,1353
HVO_RS13815,960,1105,2171,1744,1347
HVO_RS13820,5287,6668,10798,8276,6751
HVO_RS13825,32,54,84,60,47
HVO_RS13830,1290,1539,2162,1732,1322
HVO_RS13835,101,150,237,167,127
HVO_RS13840,406,567,1127,910,617
HVO_RS13845,25,20,29,21,16
HVO_RS13850,1685,2410,4507,3926,2616
HVO_RS13855,152,198,564,448,303
HVO_RS13870,12,13,16,16,20
HVO_RS13875,522,644,1476,998,724
HVO_RS13880,1488,1961,4681,3506,2203
HVO_RS13885,1641,2274,4264,3780,2649
HVO_RS13890,1213,1403,2947,2235,1523
HVO_RS13900,715,897,4377,3283,1863
HVO_RS13910,492,693,935,639,537
HVO_RS13915,1494,1750,1860,1514,1392
HVO_RS13920,1499,1622,801,609,626
HVO_RS13925,208,253,757,611,354
HVO_RS13930,2850,3427,1567,1222,1552
HVO_RS13935,790,962,2703,2241,1427
HVO_RS13940,620,726,1800,1438,939
HVO_RS13945,112,153,386,370,210
HVO_RS13950,772,748,813,565,506
HVO_RS13960,380,450,677,546,443
HVO_RS13965,19,23,27,31,18
HVO_RS13970,770,929,854,673,493
HVO_RS13975,292,382,532,432,284
HVO_RS13980,358,459,674,532,418
HVO_RS13985,226,359,702,642,365
HVO_RS13990,414,607,693,532,372
HVO_RS13995,114,152,170,150,112
HVO_RS14010,4907,6498,6916,5662,4285
HVO_RS14015,2444,2704,4449,3693,2631
HVO_RS14020,692,896,2537,2549,1393
HVO_RS14025,280,355,591,565,305
HVO_RS14030,1325,1484,2468,1943,1464
HVO_RS14040,188,218,360,361,261
HVO_RS14045,568,673,928,863,609
HVO_RS14050,722,902,1278,996,787
HVO_RS14055,514,714,960,806,674
HVO_RS14060,252,374,549,440,364
HVO_RS14080,19106,25184,44473,33301,23985
HVO_RS14085,64,92,159,139,84
HVO_RS14090,8009,10489,13417,10298,8314
HVO_RS14095,463,561,832,700,521
HVO_RS14100,208,286,440,429,265
HVO_RS14105,1460,1670,3801,3044,2223
HVO_RS14110,400,460,530,394,355
HVO_RS14120,1480,1831,2458,1853,1349
HVO_RS14125,2605,3114,5436,3863,2597
HVO_RS14130,279,365,702,575,375
HVO_RS14135,687,815,2013,1533,1033
HVO_RS14140,485,568,1314,1048,689
HVO_RS14145,21,14,48,39,28
HVO_RS14150,73,91,125,105,71
HVO_RS14155,67,96,174,132,117
HVO_RS14160,164,209,435,360,247
HVO_RS14165,752,978,1510,1375,1134
HVO_RS14170,672,783,680,572,559
HVO_RS14175,6222,7402,6660,4967,3993
HVO_RS14180,8942,9629,10466,7940,6256
HVO_RS14185,4215,5445,7404,5545,4872
HVO_RS14190,65,99,206,203,103
HVO_RS14195,882,1089,1851,1337,947
HVO_RS14200,171,206,1109,1064,782
HVO_RS14205,13690,19890,34220,25109,24485
HVO_RS14215,37,50,257,235,133
HVO_RS14225,1,1,24,19,17
HVO_RS14230,304,363,473,374,309
HVO_RS14235,203,233,454,386,281
HVO_RS14240,5026,6251,18560,13150,9744
HVO_RS14245,8113,10422,33572,23901,17537
HVO_RS14255,63,94,65,57,44
HVO_RS14260,3390,4437,28856,23283,15319
HVO_RS14265,1381,2958,7978,5059,4526
HVO_RS14270,53,83,279,231,185
HVO_RS14275,5,7,14,14,4
HVO_RS14280,147,172,233,182,120
HVO_RS14285,322,433,688,527,327
HVO_RS14290,4419,5436,5016,3784,3291
HVO_RS14295,161,188,368,317,203
HVO_RS14300,219,244,404,273,197
HVO_RS14305,11,13,27,16,6
HVO_RS14315,187,326,455,328,228
HVO_RS14320,270,416,710,635,436
HVO_RS14325,252,312,449,346,234
HVO_RS14330,832,1140,1721,1559,1153
HVO_RS14340,345,449,387,319,296
HVO_RS14345,478,687,949,664,460
HVO_RS14350,277,414,601,490,365
HVO_RS14355,218,313,361,288,231
HVO_RS14360,991,1479,1851,1365,989
HVO_RS14365,5961,8604,9177,7776,5869
HVO_RS14370,20019,23558,19680,14805,11380
HVO_RS14375,359,439,629,485,363
HVO_RS14380,35319,46033,58607,40327,31864
HVO_RS14385,2748,3482,7322,6026,3857
HVO_RS14390,59128,70546,78473,65651,48128
HVO_RS14395,2362,3061,3203,2732,2103
HVO_RS14400,1766,2428,3392,2507,1919
HVO_RS14405,1815,2418,1974,1584,1407
HVO_RS14410,556,804,1771,1431,992
HVO_RS14415,77,169,216,185,155
HVO_RS14420,2026,2143,2963,2313,1741
HVO_RS14425,28,67,34,32,26
HVO_RS14430,1762,2234,4285,3659,2802
HVO_RS14435,762,990,1433,1247,781
HVO_RS14440,44,76,167,147,93
HVO_RS14445,390,440,331,270,221
HVO_RS14460,259,386,876,670,392
HVO_RS14465,357,515,1120,1109,676
HVO_RS14470,91,126,327,273,181
HVO_RS14475,43,32,117,87,59
HVO_RS14480,12,18,76,61,24
HVO_RS14485,276,350,715,649,414
HVO_RS14490,31,46,62,45,32
HVO_RS14495,4229,5511,4562,3790,3918
HVO_RS14505,2664,3920,21403,20985,14201
HVO_RS14510,63,111,221,208,126
HVO_RS14515,4199,5820,9982,8268,6107
HVO_RS14520,105,108,252,227,164
HVO_RS14525,119,129,255,204,152
HVO_RS14530,17,27,69,53,40
HVO_RS14535,36,41,80,71,51
HVO_RS14540,209,386,430,316,250
HVO_RS14545,1724,2364,3122,2298,1697
HVO_RS14550,689,921,2003,1595,1089
HVO_RS14555,1944,2320,3866,2524,2103
HVO_RS14560,699,1006,2591,1823,1316
HVO_RS14570,0,0,0,1,1
HVO_RS14575,0,0,0,0,0
HVO_RS14580,552,866,1773,1302,916
HVO_RS14585,3944,5685,10738,8266,5865
HVO_RS14590,685,1112,2095,1566,1132
HVO_RS14605,491,620,1489,1290,747
HVO_RS14610,5626,7275,14419,11682,8331
HVO_RS14615,36938,54960,61820,50475,37864
HVO_RS14620,113,168,521,462,244
HVO_RS14625,11,12,15,17,12
HVO_RS14630,2316,3285,18515,15135,9433
HVO_RS14635,489,667,929,869,635
HVO_RS14640,107,91,291,253,185
HVO_RS14645,6267,7997,11289,10470,6716
HVO_RS14650,22480,27211,29358,22573,17984
HVO_RS14655,42560,54138,55025,43493,35877
HVO_RS14665,150,246,374,364,248
HVO_RS14670,77,110,288,209,158
HVO_RS14680,28999,42523,25439,19485,17951
HVO_RS14690,66,83,195,186,137
HVO_RS14695,538,756,1963,1578,951
HVO_RS14700,1263,2194,4514,3160,2389
HVO_RS14705,717,961,2884,2230,1470
HVO_RS14710,3267,4058,7851,5703,3692
HVO_RS14715,624,835,1786,1502,781
HVO_RS14720,456,634,1386,1265,548
HVO_RS14725,113,126,252,201,145
HVO_RS14730,22,55,112,96,66
HVO_RS14735,23,42,113,96,53
HVO_RS14740,90,134,302,196,162
HVO_RS14745,88,127,222,188,135
HVO_RS14755,38,53,902,673,396
HVO_RS14760,65,83,181,164,107
HVO_RS14770,1835,2474,12714,9930,5688
HVO_RS14775,1105,1216,2272,1444,1125
HVO_RS14780,156,198,765,554,294
HVO_RS14785,96,138,559,402,281
HVO_RS14790,7,9,19,6,12
HVO_RS14795,74,120,99,78,72
HVO_RS14800,119,143,332,186,146
HVO_RS14805,48,54,56,57,28
HVO_RS14810,70,75,170,114,94
HVO_RS14815,24,17,26,28,25
HVO_RS14820,80,77,78,54,48
HVO_RS14825,111,113,91,58,59
HVO_RS14830,414,460,475,346,271
HVO_RS14835,72,96,299,258,138
HVO_RS14840,7,7,28,21,18
HVO_RS14850,7,3,13,9,8
HVO_RS14855,4,4,17,16,10
HVO_RS14860,3,5,3,3,1
HVO_RS14865,8,19,50,32,19
HVO_RS14870,10,18,10,16,15
HVO_RS14875,1,2,10,7,2
HVO_RS14880,58,66,114,91,57
HVO_RS14885,6,10,29,25,18
HVO_RS14890,24,39,86,67,29
HVO_RS14895,0,0,2,5,1
HVO_RS14900,8,3,38,33,17
HVO_RS14905,6,1,46,32,17
HVO_RS14910,7,13,85,58,38
HVO_RS14915,15,21,150,153,75
HVO_RS14920,182,217,1242,991,596
HVO_RS14925,12,13,140,123,79
HVO_RS14930,31,33,340,370,189
HVO_RS14935,299,391,660,546,337
HVO_RS14940,2995,3754,5197,4109,2953
HVO_RS14945,56,89,153,91,65
HVO_RS14950,180,229,590,455,315
HVO_RS14955,47,62,76,68,58
HVO_RS14960,71,83,122,85,57
HVO_RS14965,224,309,408,343,272
HVO_RS14970,37,59,86,69,43
HVO_RS14975,68,87,182,111,98
HVO_RS14980,399,617,1633,1210,835
HVO_RS14985,146,250,921,808,496
HVO_RS14995,1,1,7,5,3
HVO_RS15000,46,56,66,52,35
HVO_RS15005,31,22,37,25,26
HVO_RS15010,68,89,56,58,29
HVO_RS15015,139,182,241,187,127
HVO_RS15020,76,106,112,110,66
HVO_RS15025,229,302,450,327,296
HVO_RS15030,52,65,84,56,45
HVO_RS15035,934,1106,910,800,712
HVO_RS15040,93,108,158,101,104
HVO_RS15045,167,189,326,248,153
HVO_RS15050,2465,2763,4021,3489,2828
HVO_RS15060,161,311,414,343,233
HVO_RS15065,6640,8137,11594,7708,6592
HVO_RS15070,442,582,940,624,451
HVO_RS15075,295,372,2412,1833,919
HVO_RS15080,1289,1993,2316,2039,1296
HVO_RS15085,1312,1753,2139,1588,1189
HVO_RS15090,95690,127585,234681,242510,135664
HVO_RS15095,19112,21818,30494,23287,18821
HVO_RS15100,129,188,410,335,216
HVO_RS15105,2389,2754,2743,1921,1704
HVO_RS15110,3306,3662,5260,3844,3027
HVO_RS15115,1408,1626,3037,2425,1654
HVO_RS15120,175,271,481,366,247
HVO_RS15125,391,485,1505,1326,759
HVO_RS15130,4556,6175,8249,5699,4471
HVO_RS15135,404,453,1505,1512,756
HVO_RS15140,171,236,745,686,357
HVO_RS15145,1215,1460,3790,3124,1955
HVO_RS15150,3531,4164,8439,7195,4365
HVO_RS15155,259,363,1396,1145,711
HVO_RS15160,190,260,389,345,243
HVO_RS15165,102,109,307,333,167
HVO_RS15170,9105,11931,10701,10304,8423
HVO_RS15175,428,565,469,379,272
HVO_RS15180,546,706,618,489,365
HVO_RS15185,687,735,1037,853,586
HVO_RS15190,258,319,600,518,352
HVO_RS15195,33,59,99,97,64
HVO_RS15200,1337,1669,1026,934,731
HVO_RS15205,24977,31716,33450,26028,24347
HVO_RS15210,113,137,126,91,81
HVO_RS15215,541,689,1085,919,634
HVO_RS15220,946,1232,1805,1297,1058
HVO_RS15235,431,550,1281,888,486
HVO_RS15240,2028,2367,3521,2945,2106
HVO_RS15245,103,124,175,139,95
HVO_RS15250,3440,4978,6797,4461,3497
HVO_RS15255,241,357,596,462,317
HVO_RS15260,92,94,181,126,91
HVO_RS15265,19,19,29,33,18
HVO_RS15270,660,751,1038,798,579
HVO_RS15280,115,116,359,282,177
