"","Locus","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"211","HVO_RS15385",86.3277132577823,2.32668730597011,0.311248233244079,7.47534301390086,7.70027331963685e-14,1.21883405724628e-12
"212","HVO_RS18470",511.127067372409,-1.23733040729381,0.165633338907067,-7.47029804179729,8.00133853768446e-14,1.26121098700251e-12
"213","HVO_RS08965",508.461904037745,1.37454073244617,0.184094397272172,7.46649953944011,8.2356261575264e-14,1.29275409767313e-12
"214","HVO_RS06825",1425.82672970452,-1.25755487407491,0.168681146284829,-7.45521892500922,8.97187285175955e-14,1.39673230445294e-12
"215","HVO_RS06565",2565.82145439127,1.35639341627179,0.182228937809223,7.44334809047621,9.8164972249415e-14,1.51655887919714e-12
"216","HVO_RS08515",658.025040597148,1.41887620699246,0.190625194925932,7.4432774090737,9.82175324883162e-14,1.51655887919714e-12
"217","HVO_RS07570",641.297581845713,-1.16973643822587,0.157393954099608,-7.43190197436424,1.07047122459662e-13,1.64617587099554e-12
"218","HVO_RS15545",475.882610743444,1.58964763507599,0.214278720111974,7.41859776950928,1.18366785235394e-13,1.81288076334209e-12
"219","ilvB",52853.8539722175,1.03198129568663,0.139229935801866,7.4120647240347,1.2434803918652e-13,1.89680900097824e-12
"220","HVO_RS03495",650.473163750235,-1.39119786568626,0.187742491149265,-7.4101385209605,1.26167563710343e-13,1.91683491371978e-12
"221","HVO_RS05615",335.925893626746,-1.24586923038946,0.168756030521744,-7.38266494262513,1.55152135081887e-13,2.34776210805911e-12
"222","HVO_RS18115",224.539263631391,1.71534605283584,0.232406890809722,7.38078826690317,1.5735508152722e-13,2.37161065106564e-12
"223","HVO_RS10665",2468.72552404623,1.12147168215655,0.151982065604878,7.37897381308227,1.59514198895064e-13,2.39461196198424e-12
"224","HVO_RS02085",452.945076094826,-1.31842554080875,0.178871959681786,-7.37077819885372,1.69634873126214e-13,2.53497389426921e-12
"225","HVO_RS00205",2243.90725052751,3.36047166364412,0.456115281132489,7.36759280526713,1.73736487615234e-13,2.57743189273894e-12
"226","HVO_RS06235",1154.7265372779,1.48596541895837,0.203379080468136,7.30638281743622,2.74429611222343e-13,3.99295084328509e-12
"227","HVO_RS02605",234.910234860519,1.31208838950696,0.180100023632184,7.28533157878214,3.20880111556726e-13,4.61554928524371e-12
"228","ilvC",24261.3739280331,1.29375212867449,0.1777835447669,7.27711965902575,3.41022760106767e-13,4.88670114198446e-12
"229","HVO_RS13060",431.858720201855,1.79654278922599,0.246935130576516,7.27536331113205,3.45489362183822e-13,4.93202361185433e-12
"230","HVO_RS08835",947.642622791097,-8.17451722921731,1.12711322333072,-7.25261407639321,4.08803672468411e-13,5.79215090991759e-12
"231","HVO_RS17340",1057.15651308546,1.0388166689517,0.143322985912094,7.24808140397557,4.22716544172071e-13,5.96692793508561e-12
"232","rpoA2",514.674913469012,1.29490582148719,0.178675537833702,7.24724736909641,4.253267567641e-13,5.9814539808126e-12
"233","HVO_RS14925",64.5148979901094,2.69151316417508,0.37143585148949,7.24623956837198,4.28501913347172e-13,6.00378791923093e-12
"234","HVO_RS17050",2266.19887496134,1.36763039315883,0.189178075648641,7.22932817912221,4.85389185409838e-13,6.77574645168051e-12
"235","HVO_RS00545",235.781396358183,1.26627907620152,0.175341871990572,7.22177231157663,5.13143403184893e-13,7.1368437288546e-12
"236","HVO_RS16525",803.475392133947,-1.10617699286735,0.15388527244597,-7.18832267237099,6.55921031094025e-13,8.95793956905667e-12
"237","HVO_RS14215",126.8258156916,1.75981372861502,0.245919792366159,7.15604755389012,8.30363488640647e-13,1.12590146147941e-11
"238","HVO_RS15345",230.159010731792,-1.32091105791897,0.184969079635502,-7.14125334094723,9.24837152980732e-13,1.24952105347361e-11
"239","HVO_RS08510",552.374764190889,1.21601226508363,0.170309313833856,7.14002210278353,9.33159128622168e-13,1.25627793009881e-11
"240","HVO_RS05250",593.576187026095,-1.20242626390686,0.168617700912886,-7.13107969920711,9.9584632069777e-13,1.32650937718298e-11
"241","HVO_RS09335",760.674254213159,1.30908941368138,0.184225189520957,7.10591975551997,1.19523848516388e-12,1.58652182083332e-11
"242","HVO_RS17450",748.75200693353,-1.22712731106803,0.172832914745298,-7.10007878346806,1.24685790628691e-12,1.64350643187575e-11
"243","HVO_RS17015",744.968671132588,1.46800215860988,0.206806503784419,7.09843322983772,1.26179121637069e-12,1.65741533733691e-11
"244","csg",9841229.24343988,-1.0130654777142,0.143210660030154,-7.07395299694092,1.50581308725633e-12,1.95755701343323e-11
"245","HVO_RS15535",759.815208036262,-1.23272324587004,0.174664125936246,-7.05767849730055,1.69307214436449e-12,2.17114980411215e-11
"246","HVO_RS16985",721.748014448898,1.41948467866988,0.202020560972683,7.02643667473935,2.11874672024779e-12,2.6987268830631e-11
"247","HVO_RS00065",14719.0463060486,-1.0042124172217,0.143022647492958,-7.02135245588391,2.19730775143973e-12,2.78940108177735e-11
"248","HVO_RS12735",459.95974231664,-1.17914018852018,0.168630488907168,-6.99244956331299,2.7012763952011e-12,3.37258369737484e-11
"249","HVO_RS04295",710.19561646463,-1.61716169487581,0.231675130698036,-6.98029905067198,2.94552393643351e-12,3.65341542673049e-11
"250","HVO_RS05905",432.196788116195,1.03441502332294,0.149585157175803,6.91522503203458,4.67121263560141e-12,5.71883411018774e-11
"251","HVO_RS18250",440.586795524661,-1.42294063399481,0.206169186698975,-6.90181038581885,5.1343940238365e-12,6.26561696521725e-11
"252","HVO_RS20785",1480.36251743372,-1.2492226291627,0.181065263085208,-6.89929480606571,5.22613161994243e-12,6.31643959049272e-11
"253","HVO_RS20940",470.464062604027,-1.82964833806435,0.266404102801601,-6.86794354449919,6.51339857475024e-12,7.82228152643815e-11
"254","HVO_RS18615",14485.2785477713,-1.15322818555829,0.168591226221738,-6.84038079206756,7.89829486525526e-12,9.33726546101896e-11
"255","HVO_RS09660",523.850736491555,1.07417411126209,0.157452497147933,6.82221070303415,8.96500427004915e-12,1.04998796141164e-10
"256","HVO_RS17215",194.831484434993,-1.19217533621557,0.175030499048127,-6.81124342728268,9.67587428264977e-12,1.12627176650043e-10
"257","HVO_RS18245",401.628049589994,-1.23327014271668,0.181219011239004,-6.80541260149665,1.00760034722447e-11,1.16567342922024e-10
"258","HVO_RS14445",344.336878558207,-1.08605927461036,0.159658244150939,-6.80240021670042,1.02890280894907e-11,1.18668881897998e-10
"259","HVO_RS08485",1090.5869341439,1.00300477969435,0.147606752581935,6.79511446563118,1.08226564400235e-11,1.2444410125413e-10
"260","HVO_RS06225",223.424517853499,1.86554138513527,0.274605357659776,6.79353600757708,1.09417911889989e-11,1.25084480923747e-10
"261","HVO_RS17655",388.212042157706,-1.15337075220011,0.169855870695792,-6.79029077697156,1.11907760798501e-11,1.27514174427931e-10
"262","HVO_RS02175",2398.17186057172,-1.11728640620912,0.165474527619747,-6.75201447788143,1.45806322142329e-11,1.61755224828279e-10
"263","HVO_RS07275",3485.05289028488,1.31534803909597,0.19535453953292,6.73313270447096,1.66048485801806e-11,1.82605064473323e-10
"264","HVO_RS20775",1387.63598715366,-1.17148006347421,0.174400765145423,-6.7171727285564,1.85284292694506e-11,2.025810633709e-10
"265","HVO_RS15590",649.508661384094,1.22592084734018,0.182950718432861,6.70082554384756,2.07245345393817e-11,2.24644453187624e-10
"266","HVO_RS15335",88.8964946964178,-1.74505760818804,0.261054349805997,-6.68465248514298,2.3147326969334e-11,2.50189536928545e-10
"267","HVO_RS09240",2428.8959910092,-1.37452300297187,0.206554420302073,-6.65453201612302,2.84202886881686e-11,3.05437363941312e-10
"268","HVO_RS05965",295.576713819244,-1.16871184050193,0.175749006908472,-6.64989157583455,2.93309007167957e-11,3.13442930541351e-10
"269","HVO_RS09440",867.225082180969,-1.0070397577121,0.151487718236911,-6.64766602489319,2.97777017640413e-11,3.17321255699629e-10
"270","HVO_RS16975",804.035974116677,1.34914871126311,0.203798064337581,6.62002711187834,3.59132995087928e-11,3.80560257820064e-10
"271","HVO_RS14915",72.5022139671894,2.3052503598228,0.348757814090817,6.60988877290794,3.84608886628934e-11,4.05285631787537e-10
"272","HVO_RS18040",17320.0072436026,-1.15005878803388,0.174615718513458,-6.58622716113179,4.51143419519662e-11,4.70158555383714e-10
"273","HVO_RS17090",80.0088605455485,-2.24994621868523,0.341805092100739,-6.58254154394549,4.62473519460894e-11,4.78015662328023e-10
"274","HVO_RS13125",15862.0865245594,-1.07634473206419,0.163810913912803,-6.57065336096673,5.00949579257642e-11,5.13575137759257e-10
"275","HVO_RS17250",1367.99857305094,1.11126200362881,0.170536080696927,6.51628675343915,7.20691427529853e-11,7.28977451964019e-10
"276","HVO_RS16490",12454.1396360009,-2.66048690837418,0.409974791607594,-6.48939145243996,8.61837734860091e-11,8.6942190692686e-10
"277","HVO_RS17020",1488.92514198086,1.2521371634276,0.193287855076157,6.47809539266836,9.28876252590194e-11,9.3207927415085e-10
"278","HVO_RS03480",174.725705959974,-1.20649911370472,0.186255038763766,-6.47767234493432,9.3148351272728e-11,9.32222785356429e-10
"279","HVO_RS00900",125.276354518234,1.6735348385499,0.261030448619095,6.41126292891591,1.44319046788362e-10,1.41074665116375e-09
"280","HVO_RS00200",3273.62627884369,3.55793957436652,0.557557255827878,6.38129902745787,1.75592052337775e-10,1.70762142414859e-09
"281","HVO_RS02050",2042.91454195632,-1.20488222132041,0.189090329452219,-6.37199281851625,1.86587625950609e-10,1.80527107153748e-09
"282","HVO_RS19105",318.458587078468,1.01870237420051,0.1600683065361,6.36417287247779,1.96344902812751e-10,1.8804373856725e-09
"283","HVO_RS16040",5929.34910261028,-1.02584671973817,0.161302621737543,-6.35976469996463,2.02063040849714e-10,1.93031435235977e-09
"284","HVO_RS11730",286.420851729342,-1.05513941153362,0.166396510077756,-6.34111503324534,2.28108133833229e-10,2.1519527937434e-09
"285","HVO_RS00685",596.899738443415,1.04130649196282,0.164849886251015,6.31669524100996,2.67215799779754e-10,2.50838057212608e-09
"286","HVO_RS17195",4044.70763766086,-1.22982832248764,0.194972715653389,-6.30769448107784,2.83222583727039e-10,2.65205701544403e-09
"287","HVO_RS12975",151.390421665976,-1.22557329675491,0.19433480762404,-6.3065042837097,2.85408083677077e-10,2.66592291493922e-09
"288","HVO_RS02680",1988.13211955907,-1.05330698252779,0.167146918886904,-6.30168351018477,2.94429907085025e-10,2.74341955296219e-09
"289","HVO_RS06555",108.517499248073,1.54357411872751,0.247397451584897,6.23924825756668,4.39678724108303e-10,4.03714711966434e-09
"290","HVO_RS17005",427.390422480902,1.5685751771552,0.251481109989667,6.23734791539473,4.45051435212106e-10,4.07658493803244e-09
"291","ppk2",275.134364998139,-1.0188681589241,0.164031304285179,-6.21142508964468,5.25062203950714e-10,4.76333409483346e-09
"292","HVO_RS05505",3622.98740194048,-1.33951154581637,0.216091371058847,-6.19882015303417,5.68879906746884e-10,5.1118116086068e-09
"293","HVO_RS12945",539.270420998523,1.18493790973964,0.19165046621771,6.18280734257947,6.29715489247537e-10,5.64505615124036e-09
"294","phnC",575.212411592393,1.11633028180568,0.180894829848503,6.17115637158119,6.77923331864701e-10,6.04854708595321e-09
"295","HVO_RS17960",305.436218186345,1.1937249840897,0.193810517794014,6.15923737099973,7.30960933498994e-10,6.47593726329437e-09
"296","HVO_RS17025",571.031147331696,1.23646370166586,0.200822076683671,6.1570108330943,7.41307800340386e-10,6.53698696663795e-09
"297","HVO_RS06935",345.496416947274,-1.02174379897325,0.166953962377059,-6.11991344455593,9.36262003305296e-10,8.16101188595377e-09
"298","HVO_RS17510",332.035384737974,1.02915990365422,0.168189315902514,6.1190563629544,9.41311081591232e-10,8.18616050956237e-09
"299","HVO_RS17190",34180.8590838682,-1.14286444551154,0.187429390632586,-6.09757328695517,1.07690751957898e-09,9.30123549444587e-09
"300","HVO_RS07745",1532.95786035693,1.0132062622678,0.166272765950053,6.09363930694557,1.1037219817211e-09,9.51111675820252e-09
"301","HVO_RS17030",734.372490229235,1.18428968818051,0.194422671030475,6.09131477262172,1.11987107822579e-09,9.62834611120034e-09
"302","HVO_RS21005",1479.5809480626,-1.1278145336349,0.187116362285633,-6.02734319895174,1.66676824803592e-09,1.41376329199997e-08
"303","HVO_RS20240",653.647592878329,1.1431567666169,0.19014805814103,6.0119297446048,1.83327775651727e-09,1.54805574841626e-08
"304","HVO_RS14270",152.944855889906,1.30138740567232,0.216714826866767,6.00506861707433,1.91251004691123e-09,1.60119832663315e-08
"305","HVO_RS16705",280.057754361859,-1.00965590288021,0.169168640367852,-5.96833964430252,2.39680041509745e-09,1.98839823910387e-08
"306","HVO_RS15475",4361.21351730187,-1.10226318130802,0.185511224057609,-5.94176005741692,2.81977954799115e-09,2.32401438563192e-08
"307","HVO_RS04495",343.348800428845,1.16872380021608,0.197171085059628,5.9274604076081,3.07655494402492e-09,2.52464367749377e-08
"308","HVO_RS00010",267.566261995478,1.11276667419934,0.189294568477106,5.87849235797762,4.14019917862592e-09,3.35382730037299e-08
"309","HVO_RS12175",190232.958707703,-2.17541365159869,0.370111030066405,-5.87773255827686,4.15924165007815e-09,3.3620536671465e-08
"310","HVO_RS17000",657.693010703002,1.53295547630738,0.261037687706351,5.87254464969,4.29156068126519e-09,3.45424979940983e-08
"311","HVO_RS05080",248.723677715914,-1.11038851707207,0.189489716088754,-5.85988801921038,4.63179401998964e-09,3.7201861523611e-08
"312","HVO_RS16970",668.188834316585,1.3795168173585,0.235725517981335,5.85221671871661,4.8506398702934e-09,3.87948639097673e-08
"313","HVO_RS08400",5054.28367598192,1.07649263424359,0.184010405508729,5.85017260989909,4.91063135792712e-09,3.9191811027507e-08
"314","HVO_RS00195",2788.89942955954,3.62347045545545,0.619863832206281,5.84559102691705,5.04772815251155e-09,4.0201169686213e-08
"315","HVO_RS15140",398.672772322551,1.04300990365497,0.178494854659978,5.84336117498645,5.11579335398464e-09,4.06576602061426e-08
"316","HVO_RS15135",846.096377083961,1.03333635138788,0.17703894314193,5.83677428846524,5.32211153789973e-09,4.19448915580722e-08
"317","HVO_RS20175",271.315174230756,-1.01875604669322,0.174967467796425,-5.82254552531186,5.79580049294024e-09,4.53944374012276e-08
"318","HVO_RS07270",2765.62798483735,1.05229106115738,0.180765957806938,5.82128999245118,5.8395147161015e-09,4.56423226673801e-08
"319","HVO_RS09815",582.015043958271,1.2688070077845,0.219786458198823,5.772908022553,7.79149776702551e-09,5.95459314195101e-08
"320","HVO_RS04650",245.853738179528,1.19248023329724,0.207391848008619,5.74988961594905,8.93017336440548e-09,6.74308300150617e-08
"321","HVO_RS04955",340.756073643725,1.08738926528211,0.189599608089244,5.73518730466087,9.74046416281138e-09,7.34027408922619e-08
"322","HVO_RS01905",295.011661722086,-1.40984637824896,0.246141056448141,-5.7277985176195,1.017423007911e-08,7.65191101178389e-08
"323","HVO_RS06230",1470.07847179675,1.21689708503047,0.212674128352451,5.72188584694131,1.05348084694296e-08,7.86384057453688e-08
"324","HVO_RS12040",350.821171883195,1.11643110309654,0.19611628253953,5.69269970162477,1.25046207465057e-08,9.27548633020217e-08
"325","HVO_RS00145",207.636445293089,1.06535863736613,0.189178640063479,5.63149537922806,1.78653763514163e-08,1.30472429994996e-07
"326","HVO_RS07870",258.010504853465,-1.03311690509776,0.18505502619784,-5.58275517463255,2.36737893679214e-08,1.70902690867758e-07
"327","HVO_RS06395",209.294694339696,1.34525145294448,0.24104667945255,5.58087527278836,2.39311215773963e-08,1.72112990356065e-07
"328","HVO_RS20705",126.132444109339,-1.53469506287716,0.275690383488235,-5.56673411476701,2.59557979831753e-08,1.85967393504455e-07
"329","HVO_RS00320",247.538906531842,1.10313567295838,0.201194360106228,5.48293536844641,4.18325880957816e-08,2.91441401042987e-07
"330","HVO_RS12810",154.76751639477,-1.47583849358593,0.270191165595724,-5.46220114314978,4.7026679819872e-08,3.25827710180541e-07
"331","HVO_RS17310",173.354045180851,1.15279228832204,0.211629536651086,5.44721831632914,5.11636500318482e-08,3.51912887400876e-07
"332","HVO_RS20875",250.757247022865,-1.00312252395658,0.184327376324137,-5.44207021203732,5.26649086019355e-08,3.61581396081891e-07
"333","HVO_RS14620",273.270897856568,1.03710379586355,0.192768665664937,5.38004344371092,7.44678657570969e-08,4.96846448252377e-07
"334","HVO_RS09150",887.18854070126,-1.05489259649995,0.197760996636346,-5.33417920845001,9.59776995472279e-08,6.32549890918403e-07
"335","HVO_RS14780",351.882102252967,1.06466106407816,0.199775456983474,5.32928859307394,9.85982161737401e-08,6.48690524843929e-07
"336","HVO_RS08945",123.045482550019,-1.18280244369358,0.222390840272117,-5.31857536149558,1.04582901087676e-07,6.84493278226086e-07
"337","nhaC",108.151904214946,1.53009886317894,0.288220436548917,5.30877990991886,1.10361499894613e-07,7.19823369140206e-07
"338","HVO_RS03800",182.101334271635,1.28785217430921,0.244207659906173,5.27359450888649,1.33777312170926e-07,8.66574609490773e-07
"339","HVO_RS06690",497.099639837076,1.38967107219001,0.264462609286378,5.25469772812075,1.48267779297099e-07,9.57162131537413e-07
"340","HVO_RS11745",98.2045687034644,1.30079708595955,0.247920534552272,5.24683075691451,1.54737922826377e-07,9.95533268796234e-07
"341","HVO_RS08105",126.716308732721,1.15480299904003,0.220514052086082,5.23686807310236,1.6332434853993e-07,1.04544164217691e-06
"342","HVO_RS13515",154.305109093095,-1.07174146758699,0.20513255049887,-5.2246289776078,1.74504656775928e-07,1.11512012936374e-06
"343","HVO_RS20880",219.511390947826,-1.05031389241834,0.201762007922214,-5.20570697741702,1.93259401261003e-07,1.2236714618607e-06
"344","HVO_RS20265",228.703696200492,1.08943898491108,0.209926522487992,5.18962050149429,2.10723101148929e-07,1.32639848859634e-06
"345","HVO_RS02590",136.678808917143,1.30763343945292,0.252616716751911,5.17635355358181,2.26264501178447e-07,1.41715001317561e-06
"346","HVO_RS17010",184.808212749074,1.74333436184521,0.340599246455476,5.11843282094022,3.08084935864774e-07,1.90750460290743e-06
"347","HVO_RS16980",865.921135877612,1.0621874733228,0.207836766734327,5.11068128133732,3.20999126538762e-07,1.97775194738785e-06
"348","HVO_RS20910",398.375167293199,1.11139704358295,0.218379073958409,5.08930193464701,3.59384005549287e-07,2.19282208547251e-06
"349","HVO_RS09505",88.8854122355767,-1.45584164881735,0.288290529779693,-5.04991145539843,4.42014898393668e-07,2.6541942232115e-06
"350","HVO_RS17840",67.0342786381281,-1.56069242011378,0.311734868289951,-5.00647370207603,5.54362315596348e-07,3.28192901392955e-06
"351","HVO_RS16280",163.473276660945,1.63163115950171,0.330031174185278,4.94386981329745,7.65868580007165e-07,4.43687724068469e-06
"352","HVO_RS05990",86.3005611484464,-1.2068404704478,0.244481488138985,-4.93632658911878,7.96077561326183e-07,4.57684105546649e-06
"353","HVO_RS05325",108.669270642604,-1.13105116374059,0.230687859349567,-4.90295053640721,9.44077629898262e-07,5.38679588824303e-06
"354","HVO_RS11440",133.808269617283,1.05625877660973,0.220384368915285,4.79280260123961,1.64467432449846e-06,9.00405639591559e-06
"355","HVO_RS18700",117.476606028207,1.21079385991175,0.254901161152843,4.75005235141216,2.03363994698925e-06,1.08661863269214e-05
"356","HVO_RS13120",109.192287365861,-1.02101489615888,0.214980620070674,-4.74933459501246,2.04087039196248e-06,1.08894396231228e-05
"357","HVO_RS16890",154.189741842094,1.11111718122908,0.234187163025165,4.7445691167525,2.08950627154463e-06,1.11019694174906e-05
"358","HVO_RS00660",115.156281164743,1.22185855641147,0.258226099582943,4.73173919439156,2.22604305363001e-06,1.17942869354094e-05
"359","HVO_RS12685",96.6828385971013,1.31907416320787,0.279247194676719,4.72367919303522,2.31615688038982e-06,1.22203925781237e-05
"360","HVO_RS11445",214.823885701774,1.13713570393473,0.242934694908848,4.68082874848895,2.85717539242043e-06,1.48880089662899e-05
"361","cas4",102.26369903295,-1.26516847823669,0.271795465737671,-4.65485498370231,3.24208811884266e-06,1.68241692093028e-05
"362","HVO_RS14910",34.9928516043882,2.08819566332699,0.451418655245992,4.62585149962194,3.73062531378048e-06,1.92013000843967e-05
"363","HVO_RS00840",135.041813004158,1.21304674105455,0.263352690238921,4.60616802491762,4.10157015724358e-06,2.09395950132961e-05
"364","HVO_RS04190",97.0340317418499,1.22361992848589,0.265679505076608,4.60562408881731,4.1123067383911e-06,2.09661137349508e-05
"365","HVO_RS18860",70.527679162186,-2.23820354877387,0.487683694302653,-4.58945741865394,4.4439963823332e-06,2.25962880569442e-05
"366","HVO_RS07535",183.920464352552,1.20188293466219,0.262493936986809,4.57870741114524,4.67858096848306e-06,2.36935365512335e-05
"367","HVO_RS14825",90.8634418863452,-1.18990371179618,0.263311533188211,-4.51899579706465,6.2133628100298e-06,3.06855763842595e-05
"368","HVO_RS00615",89.9791685544847,-1.08006371841095,0.2430082680707,-4.44455543420736,8.80737974864927e-06,4.22821289202287e-05
"369","HVO_RS09820",141.720680707917,1.27986125671802,0.288356008128549,4.43847612201464,9.05980329168932e-06,4.32760668035417e-05
"370","HVO_RS19570",48.475161657369,-1.5748495054152,0.355640007664281,-4.42821243807259,9.50172916704525e-06,4.51004284051847e-05
"371","HVO_RS19575",57.7471894859984,-1.36433177707262,0.309188845185906,-4.41261642622418,1.02128841969466e-05,4.82338837915717e-05
"372","HVO_RS08110",139.557918371829,1.02590152220191,0.233243014069515,4.3984233624084,1.09040116975676e-05,5.12420823004946e-05
"373","HVO_RS20805",26.6486654935777,-2.10047582663187,0.482220948263335,-4.3558369544013,1.32559424529709e-05,6.13046825178351e-05
"374","HVO_RS01440",51.929691479143,1.9662597958206,0.455437920702187,4.31729486378529,1.57953090127661e-05,7.14173291900834e-05
"375","HVO_RS08420",63.9233187734529,-1.43054601938981,0.33275579367822,-4.29908673738425,1.71503348253838e-05,7.67807297567181e-05
"376","HVO_RS20890",76.1563251273332,-1.15741859990895,0.269775815893573,-4.29029783887506,1.78433651917362e-05,7.94134712003975e-05
"377","cobS",232.707523384817,1.05738035122891,0.247417390692454,4.27367028756384,1.92281308065997e-05,8.52755203298552e-05
"378","HVO_RS16715",26.1305684800777,-1.90275544914857,0.446133798245625,-4.26498834347669,1.9991263849342e-05,8.85561488782914e-05
"379","HVO_RS11250",5579.71805083568,-1.79091143216864,0.420557536471982,-4.25842192055916,2.05875102164541e-05,9.08116097708957e-05
"380","HVO_RS03145",182.494688386547,1.11476645556365,0.262595686347244,4.2451819032912,2.18416159624016e-05,9.54120475586203e-05
"381","HVO_RS15010",61.9921007513563,-1.21748885905268,0.290311200450606,-4.19373712472325,2.74395952058533e-05,0.000117558311057467
"382","HVO_RS06365",46.578503126166,-1.36955880558723,0.334981458197457,-4.08846153144373,4.34243538809352e-05,0.000179143217809791
"383","HVO_RS07550",72.542862221661,1.54229986371577,0.37871646491974,4.07243942785171,4.65233012614758e-05,0.000190886820685643
"384","HVO_RS07345",63.0536190639929,1.31491732552232,0.323555222696555,4.06396569514042,4.82459197641758e-05,0.000197526314359174
"385","HVO_RS13930",2304.77835435451,-1.53369079128394,0.3818991204096,-4.015957904378,5.92048237332385e-05,0.000240055571471427
"386","HVO_RS00330",68.3652842980883,1.2832810805588,0.321341511269873,3.99351168632879,6.5101868495452e-05,0.000260338655939001
"387","HVO_RS03055",75.1757770466576,-1.17780976452232,0.294926638590597,-3.9935686045549,6.5086235276194e-05,0.000260338655939001
"388","HVO_RS08440",119.42576301439,1.21950041177129,0.308240204255503,3.95633144195699,7.61095463544327e-05,0.000300231922689071
"389","HVO_RS07205",20.3654163303247,-2.25695432685698,0.571177448881099,-3.95140657474873,7.7693202133022e-05,0.000305841190082437
"390","HVO_RS10370",77.9458385929059,-1.13314584423902,0.292484841628492,-3.87420366105099,0.000106973925592118,0.000405493347209403
"391","HVO_RS00910",66.0009136318046,1.49971031598445,0.388011960179021,3.86511363024096,0.000111037493236128,0.000419635201710561
"392","HVO_RS06980",68.76467437971,-1.2988502178718,0.338046227927857,-3.84222662632105,0.00012192317915618,0.000457574788440305
"393","HVO_RS16660",117.496820959638,-1.03019199237987,0.275452935522065,-3.73999278834095,0.000184025534686028,0.000673928942611079
"394","HVO_RS00495",61.3115961214356,1.18045935555582,0.317752647115799,3.71502603131935,0.000203182776583046,0.000733435537990136
"395","HVO_RS18400",61.6347620823027,-1.04973518888241,0.283104807895202,-3.70793840163601,0.000208953465735077,0.00075211318827383
"396","HVO_RS17615",3764.24342561693,-1.77557685819857,0.479845151660091,-3.70031217790929,0.000215334406035417,0.000772142235101406
"397","HVO_RS20685",146.299753507722,1.22913789749474,0.333622397051417,3.68421877055605,0.000229405150619387,0.000818716683767112
"398","HVO_RS08360",897.767969264862,-1.70853493892441,0.466137533851703,-3.66530222272974,0.000247046668205967,0.000871807412148483
"399","HVO_RS04975",47.8666939726668,1.48986431934126,0.408530622455518,3.6468852943906,0.000265438344191228,0.000923784044227615
"400","HVO_RS00435",25.3031168089245,1.92771130870442,0.5376148202805,3.5856736756227,0.000336209162080883,0.00114583717130809
"401","HVO_RS14905",17.520646838547,2.59409562391512,0.727290321411538,3.56679519518485,0.000361373687784233,0.00122388241798366
"402","HVO_RS00980",59.1633265590715,1.10042924404815,0.311211431041488,3.53595380595597,0.000406305733890403,0.00136870399938325
"403","HVO_RS02265",53.6040586239977,-1.08705806944689,0.310656608047382,-3.49922725378204,0.000466608707974188,0.00154704710102222
"404","HVO_RS16025",72.1909198657757,-1.08252914019251,0.310629123813496,-3.48495700242992,0.000492216130206597,0.0016248286392422
"405","HVO_RS07700",48.1849319014925,-1.12973140741702,0.32429358012357,-3.48366873925332,0.000494591234957649,0.00163124554650809
"406","HVO_RS16225",14.0401661411398,-1.95776826211061,0.573151506927252,-3.41579536727817,0.000635960179125679,0.00204404193511678
"407","HVO_RS06550",31.3015878442442,1.52164903615159,0.445602017413696,3.41481630847037,0.000638250389775494,0.0020496614809174
"408","HVO_RS04765",81.0518161338341,1.06200720988403,0.313372496479599,3.38896113033061,0.000701579547991283,0.00223031548743784
"409","HVO_RS14225",10.9769209697686,3.84862948307797,1.14728641922721,3.35454984786653,0.000794942291652577,0.00249358763625348
"410","HVO_RS00020",64.753592040304,1.06648618887261,0.318532288772084,3.34812584615464,0.000813600572855799,0.00253948099596822
"411","HVO_RS00745",129.284886474824,1.14361302376155,0.34273932779569,3.33668456175319,0.000847841149192647,0.00263982145464673
"412","HVO_RS02260",42.546658379695,1.26393390251185,0.379613820174648,3.32952552130572,0.000869940911706688,0.0026975298926118
"413","HVO_RS07200",39.182979512664,1.24447728467903,0.381213750043525,3.264513109868,0.00109652388462751,0.00332383802527712
"414","HVO_RS04050",27.6717412282493,1.65153529569006,0.513590371866071,3.21566638737676,0.0013014202673814,0.00387949315799055
"415","HVO_RS13035",11.4409827651842,-2.31106869789756,0.718741168608028,-3.21543943610933,0.00130244974727476,0.00387949315799055
"416","HVO_RS00430",11.0357153742847,3.24098393078901,1.01426953235522,3.19538724905122,0.00139643333642218,0.00413357379631072
"417","HVO_RS00100",50.3065009848407,1.09207156041762,0.343304150535381,3.18106133792598,0.00146736557866989,0.00431651942776687
"418","HVO_RS20575",7.89202040287537,-2.76075301823018,0.873383691577784,-3.16098530903735,0.00157236428642455,0.00459355828005702
"419","HVO_RS04490",17.3392186507661,1.87958390656125,0.601954803125827,3.12246683106598,0.00179342312750851,0.00517507222834836
"420","HVO_RS02745",25.8404012004084,-1.44613480173386,0.464661884240109,-3.11223031365875,0.00185679577830119,0.0053538555101474
"421","HVO_RS09140",64.7645380287185,-1.05151944287968,0.346419623027806,-3.03539226123826,0.00240223032291681,0.00675660766661286
"422","HVO_RS21095",36.2525112663634,-1.05603745997315,0.356394519282397,-2.96311363625761,0.00304544116841638,0.00834848111602837
"423","HVO_RS15495",22.1401885421116,1.58048138597217,0.536363757322461,2.94665954661435,0.00321226657758367,0.0087437467825343
