"","Locus","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"64","hutH",1665.77925988612,1.13807804057244,0.111934151206977,10.1673888469304,2.77241147780693e-24,1.63875509695994e-22
"65","HVO_RS20370",231.657959152122,2.34303511533553,0.231479495586103,10.1219985355636,4.41310979018199e-24,2.56842989788592e-22
"66","HVO_RS03900",5470.0991467043,-1.66080314205989,0.165445586455227,-10.0383647436212,1.03373599395361e-23,5.92518676534319e-22
"67","HVO_RS05915",1225.67856045093,1.13724713948984,0.113648495605109,10.0067064982663,1.42414843825876e-23,8.04112468945205e-22
"68","HVO_RS12965",2287.89977634765,-5.20893278552387,0.525588631540951,-9.91066486779218,3.74147973545124e-23,2.08147321164883e-21
"69","HVO_RS18545",279.904770910311,-1.73268914267012,0.174892428387039,-9.9071707028715,3.87463073239377e-23,2.12430841458632e-21
"70","HVO_RS00970",12059.8714253499,1.43573156989886,0.14504334312607,9.89863815156923,4.21981921383911e-23,2.28051086942191e-21
"71","HVO_RS14370",18412.6852421282,-1.01007981536827,0.102198911676374,-9.88346939120853,4.91028034000446e-23,2.61628035580801e-21
"72","HVO_RS14930",168.836888952224,2.72344996524399,0.275624276267519,9.88102355178839,5.03163054266641e-23,2.64370254762598e-21
"73","HVO_RS08585",7099.31614208204,-1.58903696111526,0.1618181382821,-9.81989397471049,9.24407190660056e-23,4.79045534557122e-21
"74","HVO_RS04695",957.659356409358,1.23326433188912,0.125833860534066,9.80073508557145,1.11769263993365e-22,5.71382602279593e-21
"75","HVO_RS05655",16390.3058391376,-1.05792298821968,0.107981987545249,-9.79721722362598,1.15730005115396e-22,5.83742145802059e-21
"76","HVO_RS15075",1013.95342270857,1.82492549626524,0.187266327641682,9.74508081216332,1.93624750715452e-22,9.63792673627047e-21
"77","HVO_RS12960",3164.79726548537,-5.589368804734,0.57599086560789,-9.70391917384849,2.90134909874136e-22,1.42542904422579e-20
"78","HVO_RS13900",1976.13454695215,1.44625991912824,0.149644011757047,9.66466951899356,4.25992611820605e-22,2.06606416732994e-20
"79","HVO_RS15155",699.513772759926,1.30132109370045,0.135358964181802,9.61385233380356,6.98843066136211e-22,3.34648521416872e-20
"80","HVO_RS16930",1072.13955068912,-1.08768305538892,0.113160365954027,-9.61187290460698,7.12411623719366e-22,3.36881646566295e-20
"81","HVO_RS04610",367.605678292846,1.50056016629593,0.156370056576975,9.5962116989915,8.2936791022901e-22,3.87345531406956e-20
"82","pfdA",4656.56750437466,-1.03856312036176,0.108640588657697,-9.55962346295865,1.18185906359871e-21,5.45240589950479e-20
"83","HVO_RS05015",5706.63014414145,-1.78355457740109,0.18671776571535,-9.55214181450793,1.27042194976937e-21,5.79036895900908e-20
"84","HVO_RS19025",400.491216876201,-1.64164101314638,0.172005699565021,-9.54410823186596,1.37283589748988e-21,6.18266452405265e-20
"85","HVO_RS09990",2721.01377724974,-1.39332309098933,0.146305988295974,-9.5233497084936,1.6768493433477e-21,7.46296595986396e-20
"86","queC",1534.25985372319,-5.32967698890744,0.559756989006911,-9.52141213701153,1.70841519158546e-21,7.51504031368348e-20
"87","HVO_RS07580",758.137246880539,-1.42016635624951,0.149552377037226,-9.49611356492186,2.17870135723992e-21,9.47359452234323e-20
"88","HVO_RS16860",10077.5865974508,-1.65983557654205,0.174957389573482,-9.48708471581829,2.37585749212914e-21,1.02134873780961e-19
"89","HVO_RS05810",1047.35008668261,-1.13812321501282,0.120778046897195,-9.42326229187648,4.37286037391897e-21,1.8587113252287e-19
"90","HVO_RS09770",688.276874313718,1.48938649769645,0.158724189535972,9.38348781021124,6.3825701100403e-21,2.68280696958694e-19
"91","HVO_RS17075",3973.83557263815,1.37658786785153,0.14709748845687,9.35833699332779,8.10015315921626e-21,3.3673493847599e-19
"92","HVO_RS12455",1012.21146677216,1.2068272499829,0.129411220185907,9.32552253389794,1.10438057894938e-20,4.54116492409296e-19
"93","HVO_RS00070",4746.3535571292,-1.54799108846606,0.16634664185479,-9.30581508112055,1.32968500275983e-20,5.40881544671016e-19
"94","HVO_RS18155",3716.06809290177,1.14484440296059,0.123443084607996,9.27426924396888,1.78840723664315e-20,7.19738784704365e-19
"95","HVO_RS16240",836.103735062326,-1.18378079885817,0.127830141752467,-9.26057643861863,2.03331484516959e-20,8.09687374660692e-19
"96","leuS",6570.7898564787,1.62983447511447,0.176307571644913,9.24426818376806,2.36855930816659e-20,9.14312230897368e-19
"97","HVO_RS18135",831.699342195299,1.29619312022747,0.140945110646964,9.19643905544298,3.70008315178114e-20,1.41388025890789e-18
"98","HVO_RS02675",1620.45366296749,1.62243126786036,0.176864937374317,9.17327816324973,4.58848513755245e-20,1.70259148568256e-18
"99","HVO_RS03840",144.871091642262,-2.2631515153292,0.24671268240948,-9.17322730727295,4.59065111127733e-20,1.70259148568256e-18
"100","HVO_RS20920",5549.65959711423,-1.14972987771418,0.125509217727649,-9.16052142249072,5.16471540985936e-20,1.89690469859203e-18
"101","HVO_RS08805",990.455631102741,-1.64437355304831,0.180200141144729,-9.12526229226211,7.15627564554586e-20,2.57830388258095e-18
"102","HVO_RS13735",412.266949434162,-1.28141564808166,0.141060931630122,-9.08412863344524,1.0453261396217e-19,3.73063093036688e-18
"103","HVO_RS13920",1119.73440807961,-1.66746855310002,0.183610574222661,-9.08154968829796,1.07039796813115e-19,3.78440702190666e-18
"104","HVO_RS00185",423.936511305515,-1.27609605807335,0.140599040977451,-9.07613628942185,1.12497466426979e-19,3.94053625456724e-18
"105","HVO_RS15340",476.073222531507,-1.35174882288056,0.149331691932097,-9.05198893410525,1.40387533310994e-19,4.87234897720634e-18
"106","HVO_RS15200",1195.0214255548,-1.21401178466557,0.134561853711811,-9.02196091371925,1.84752143456714e-19,6.33447884804289e-18
"107","HVO_RS18140",781.717851705802,1.32347462806432,0.146705481983398,9.02130315903323,1.85864962234407e-19,6.33447884804289e-18
"108","HVO_RS16955",1118.09561448723,-1.21539177728153,0.134986846269465,-9.00377933754616,2.18078213781914e-19,7.36598109586589e-18
"109","HVO_RS15850",12852.400841237,-1.22698092880708,0.136800318649551,-8.96913794441012,2.98844098807653e-19,1.000466571495e-17
"110","HVO_RS04520",848.896496297086,-1.29395893964298,0.144425855006914,-8.95933030537386,3.26656255315477e-19,1.08398299461267e-17
"111","HVO_RS05455",21922.1468446339,-1.12956623139442,0.126195971049116,-8.95088981053752,3.52628234981201e-19,1.15999357646425e-17
"112","nadC",12845.4778098311,1.53342143847931,0.171414279614687,8.9457041847751,3.69585728944525e-19,1.20529552810098e-17
"113","HVO_RS16250",858.8649237162,-1.49160669026126,0.168068340807861,-8.87500098526287,6.99327948766435e-19,2.26116036767814e-17
"114","HVO_RS03500",565.235274900101,-1.57564612710249,0.177796351275103,-8.86208359059349,7.85326787667103e-19,2.47574269812054e-17
"115","HVO_RS17070",893.356122641513,1.73573955208279,0.1960402956556,8.85399374795936,8.44421195401942e-19,2.63162645427622e-17
"116","HVO_RS16245",1384.87352014621,-1.64644489503144,0.186451588299877,-8.83041496210482,1.04288090110028e-18,3.20749467387184e-17
"117","HVO_RS18450",179.262169312327,1.89152704297208,0.214552907521575,8.81613334828322,1.18480365122476e-18,3.61460662305102e-17
"118","HVO_RS17065",2060.25162210476,1.75833442359126,0.199706563452261,8.80459006051437,1.31331704490454e-18,3.9746227046991e-17
"119","HVO_RS06535",629.587320044003,-1.74779526852157,0.199369140842621,-8.76662888315927,1.84095347005567e-18,5.44088045095359e-17
"120","HVO_RS12915",1343.87005515333,1.41560073496536,0.161460902832959,8.76745212077683,1.82754706632579e-18,5.44088045095359e-17
"121","HVO_RS21030",237.755459160576,-1.59569093518733,0.182181140271545,-8.75881517048866,1.97313347536372e-18,5.78632863356662e-17
"122","HVO_RS04350",2465.77161827671,1.0068302168637,0.115036305836715,8.75228224290183,2.09080693022146e-18,6.08424816694446e-17
"123","HVO_RS16255",605.076889504319,-1.67715378471804,0.191764077580896,-8.74592262469248,2.21200659115627e-18,6.38780223995737e-17
"124","HVO_RS05265",733.118465035236,-1.39841340818574,0.160323207923129,-8.72246399196459,2.72212258380874e-18,7.8013558595064e-17
"125","HVO_RS19135",10520.838505911,-1.3459270832712,0.155098695740723,-8.67787492888507,4.03232116263113e-18,1.13837842971892e-16
"126","HVO_RS01700",677.732825752041,-1.43221768532457,0.165441547569639,-8.6569408130186,4.84594161751873e-18,1.35794052882025e-16
"127","HVO_RS02465",1725.4147143416,-1.19033593335808,0.137706196891652,-8.64402590607195,5.42662428101189e-18,1.50947938640206e-16
"128","HVO_RS13670",12822.3518396663,-1.1011444765941,0.127410344849851,-8.64250448338213,5.49939958698662e-18,1.51855683485915e-16
"129","HVO_RS13750",765.887559901934,-1.16789280434121,0.135244108778797,-8.63544308796029,5.8499841514881e-18,1.6036586989188e-16
"130","phnD",3129.01340872082,1.2999525364029,0.151033121526799,8.60706925250326,7.49521695676541e-18,2.03988530557148e-16
"131","HVO_RS16845",3698.33359806969,-1.27318743114734,0.148252259834873,-8.58797992398529,8.85117311034836e-18,2.39171341974628e-16
"132","HVO_RS20700",14611.3658386943,-1.58648022792104,0.185609765129117,-8.54739634424635,1.25896271199293e-17,3.37777016983636e-16
"133","HVO_RS05610",2202.86774285405,-1.51861375163753,0.178024729315614,-8.53035281938409,1.45902049601187e-17,3.88695389888233e-16
"134","HVO_RS06725",10265.5316239125,-1.2252443405483,0.143903221502284,-8.51436352680158,1.67507765739899e-17,4.43134180275552e-16
"135","HVO_RS14985",472.125398729638,1.42442820285643,0.16735040811513,8.51165060724853,1.71474617497918e-17,4.50478109718488e-16
"136","HVO_RS17160",49356.875411093,1.11443945531026,0.131352036245563,8.48437136693349,2.16888046868886e-17,5.65853435382755e-16
"137","HVO_RS14680",28062.5997346378,-1.22071549907843,0.14391324218349,-8.48230142381212,2.20782704343039e-17,5.72069157897066e-16
"138","HVO_RS00210",8912.99574701049,3.37288589550034,0.398127576892859,8.4718720612715,2.41480280396537e-17,6.21442109347007e-16
"139","HVO_RS18275",1041.33201115905,-1.26987729265629,0.150404338713742,-8.44308949805755,3.09058286130995e-17,7.89978038130779e-16
"140","HVO_RS08275",897.960148992734,-1.2665728395312,0.150242650886773,-8.43018165651059,3.45129037681365e-17,8.70415433032403e-16
"141","HVO_RS15965",1745.5476281183,-1.24978576240221,0.149076146088671,-8.38353952119769,5.13594216487927e-17,1.27924587408858e-15
"142","leuD",11407.2420976247,1.6284443195261,0.194245195272564,8.38344710272536,5.13997813538104e-17,1.27924587408858e-15
"143","HVO_RS07555",570.882052824532,-1.31128268011686,0.156464303741569,-8.38071463432769,5.26073055215894e-17,1.29229504407904e-15
"144","HVO_RS08135",6991.17262073506,-1.06822887728484,0.128408065471543,-8.31901698201016,8.86958426331408e-17,2.16475079149143e-15
"145","HVO_RS17220",207.403134965021,-1.51293038755162,0.181955889575991,-8.31481954817284,9.18919822749458e-17,2.22838057016744e-15
"146","HVO_RS05135",260.929717146935,2.12468801257216,0.255946228723871,8.30130618906045,1.0297292774509e-16,2.46548471936503e-15
"147","HVO_RS02980",333.902505979006,-1.44889483322906,0.174766685255472,-8.2904521025336,1.12818818515723e-16,2.68423641789295e-15
"148","HVO_RS10695",756.983099152987,-1.00532541460739,0.121308758087197,-8.28732756364355,1.15821338611811e-16,2.72144176377939e-15
"149","HVO_RS08230",1133.79000007497,-1.06345958540461,0.128598670172625,-8.26960017531336,1.34408999146698e-16,3.12139777437866e-15
"150","ilvD",15669.7741324876,1.29977062357468,0.157175961877398,8.26952549263571,1.34493216289644e-16,3.12139777437866e-15
"151","HVO_RS10625",865.167644006176,-1.21196846119435,0.146831448171218,-8.25414770670307,1.52990051494925e-16,3.50764463518364e-15
"152","HVO_RS13430",476.939398009537,1.1325956904147,0.137241005290319,8.25260415441295,1.54979725923751e-16,3.53185724800934e-15
"153","phoU",12951.2335412806,-1.10236304700044,0.134065482363658,-8.22257174303995,1.99185076159493e-16,4.51207870126564e-15
"154","HVO_RS11850",11015.7663553758,-1.09228525783836,0.133085787614808,-8.20737719191913,2.26072500077498e-16,5.09066826067366e-15
"155","HVO_RS12760",2161.97392237858,-1.0644024956065,0.13013850451683,-8.17899744244292,2.86215183094951e-16,6.40681679081775e-15
"156","HVO_RS19010",784.821590102166,1.15463281413954,0.141645061357821,8.15159245985098,3.59162917844567e-16,7.9924312835647e-15
"157","HVO_RS18255",456.837522947283,-1.56058603827259,0.191810316307044,-8.13609021828863,4.08247638217143e-16,9.03158371564592e-15
"158","HVO_RS08475",510.533963007535,1.25750643368685,0.154617555214693,8.13301201109251,4.18753120064297e-16,9.21013403025137e-15
"159","HVO_RS20405",1461.52948810192,-1.16992799964346,0.144035488090092,-8.1224982478741,4.56684097962158e-16,9.92894219879795e-15
"160","HVO_RS11170",1539.30941886267,-1.05991737859976,0.130605969215986,-8.11538235933887,4.84257628697252e-16,1.04682663392097e-14
"161","gltB",72109.5269586067,1.28216852091651,0.158136887229987,8.10796610060871,5.14740924265872e-16,1.10640052073738e-14
"162","HVO_RS17040",951.167181893193,1.55350338781541,0.19242120719238,8.07345204035766,6.83380265150422e-16,1.46058053280455e-14
"163","HVO_RS17055",1401.25588191496,1.54189054821221,0.191366199315351,8.05727737567351,7.80124941692219e-16,1.64872215330819e-14
"164","HVO_RS02310",200.005116416033,-1.47466864508775,0.183366019606417,-8.0422133187655,8.82301234626323e-16,1.85430309477299e-14
"165","HVO_RS18125",735.540683230499,1.33618301524579,0.16636151540327,8.03180358153628,9.60500588271655e-16,2.0074992958186e-14
"166","HVO_RS16235",4357.2381791832,-1.09165974471442,0.13615955009846,-8.01750405259875,1.07915524723922e-15,2.24310126390438e-14
"167","HVO_RS17150",1476.16832215555,1.86899311235714,0.233940943765701,7.98916633519697,1.35854293299677e-15,2.79313473669934e-14
"168","rnpB",1090351.49533505,-1.05641861754379,0.132472022110903,-7.97465457769929,1.52807585806167e-15,3.12470863299854e-14
"169","HVO_RS03610",1240.78800191139,-1.01372963140313,0.127361613192688,-7.95945973037764,1.72792094523101e-15,3.51436824505854e-14
"170","HVO_RS15800",10573.6950863118,-1.11677933335855,0.140704330277544,-7.93706441838478,2.07022542975949e-15,4.16577808552135e-14
"171","HVO_RS10920",1087.19333510657,1.3048807020279,0.164553252395656,7.92983841419563,2.1943121057355e-15,4.3689908926302e-14
"172","HVO_RS17035",713.557617800223,1.53020003823129,0.193185284656008,7.92089335870493,2.35810123618696e-15,4.67052197722266e-14
"173","HVO_RS04340",3704.37539852892,1.04122682130416,0.131870129537479,7.89585044737695,2.883422693311e-15,5.65180727916866e-14
"174","HVO_RS04710",1667.11250283437,1.1103297553071,0.140706478184474,7.8911061497211,2.99519749151554e-15,5.8406351084553e-14
"175","HVO_RS18120",453.20123924099,1.29989209898856,0.165029910616538,7.87670607184037,3.36124356430194e-15,6.52081251474577e-14
"176","HVO_RS13780",4904.71491523839,-1.08648075252069,0.138290346724322,-7.85651911544168,3.94955615140366e-15,7.584350721198e-14
"177","HVO_RS09265",2124.90212057839,1.02594198732608,0.130741958102087,7.84707527880983,4.25851655420366e-15,8.13634753765276e-14
"178","purL",45601.2117847428,-1.06825647036528,0.13671262173525,-7.81388328894761,5.54524452970205e-15,1.04888300279314e-13
"179","trpB",1045.08335675787,1.27461665658534,0.163186095785609,7.81081654321769,5.68186679609806e-15,1.06937821341487e-13
"180","HVO_RS05595",76.8833475847851,-2.17223300683567,0.279142833329056,-7.78179751537814,7.15012458411994e-15,1.33245917742491e-13
"181","rpmC",424.9204327295,1.6829796311268,0.216257439653041,7.78229703369711,7.12194085688535e-15,1.33245917742491e-13
"182","HVO_RS06220",1422.93615759921,1.40768958696185,0.181166286335389,7.77015202682815,7.83919817796458e-15,1.45371013270784e-13
"183","HVO_RS12450",296.271983682342,1.31141543134639,0.168955747144278,7.76188708293255,8.36748899822425e-15,1.53661217865448e-13
"184","HVO_RS17060",1169.44629118441,1.32616161267057,0.17129884993787,7.74180102873758,9.80182999877618e-15,1.79131994615315e-13
"185","HVO_RS05205",1808.34871817179,-1.03613888996019,0.133868358282191,-7.73998354245916,9.94296838110234e-15,1.80837737431299e-13
"186","leuB",12272.01322503,1.53168054520535,0.198083381796811,7.7325040157912,1.05451492337238e-14,1.90872246656351e-13
"187","HVO_RS00760",1360.89609521795,1.08972284986646,0.14095503947424,7.73099602491054,1.06708355997604e-14,1.92227481304256e-13
"188","HVO_RS02470",840.3548678918,-1.26704575218923,0.16421076924127,-7.71597233265255,1.20063356723782e-14,2.15260511130838e-13
"189","HVO_RS00750",696.358650484405,1.14814583535638,0.149127601444059,7.69908336376663,1.37045744827609e-14,2.44549081454172e-13
"190","HVO_RS11120",1093.41851547016,1.10782088009757,0.144056325878906,7.69019252253323,1.46913789204658e-14,2.60927166460667e-13
"191","HVO_RS05460",492.520343185584,-1.55530108514973,0.202434607330396,-7.68298022586279,1.55429588156291e-14,2.74761743923013e-13
"192","HVO_RS18165",739.731874022029,-1.01822858795936,0.132849842857714,-7.66450728172793,1.79519023099332e-14,3.15869983434778e-13
"193","HVO_RS06880",2815.3112858713,-1.11724304069652,0.145848655341702,-7.66029030626971,1.85513257859126e-14,3.24905858556052e-13
"194","ilvN",14239.5945257864,1.27836369783948,0.16702869054587,7.65355756344393,1.95494067762786e-14,3.40808321818719e-13
"195","aglD",6541.72921336378,-1.08586209236493,0.14200642631588,-7.64657009218398,2.06410970714133e-14,3.58189312941084e-13
"196","HVO_RS18130",822.060328820637,1.23435914390862,0.161459217927935,7.6450211994682,2.0891090730956e-14,3.60872128927884e-13
"197","HVO_RS11965",4991.53181191682,1.35239786902281,0.177139133067699,7.63466460291387,2.26409056427524e-14,3.89320663847875e-13
"198","folD",7074.05135563893,-1.04686832837328,0.137328374664367,-7.62310287973513,2.47649344694703e-14,4.22007869810839e-13
"199","leuC",22872.0546845044,1.35112425196805,0.177301788951892,7.62047726622015,2.52739477318078e-14,4.28750422732865e-13
"200","HVO_RS05200",5833.12597655421,-1.00792244291809,0.13231619525557,-7.61752891224903,2.58578004214376e-14,4.36696691938832e-13
"201","HVO_RS14785",265.99912011971,1.32294251253342,0.174670152982116,7.57394717956691,3.62051669939503e-14,6.06036047513779e-13
"202","HVO_RS02165",218.605718846545,1.72003405238174,0.227813858503471,7.55017303899243,4.34680325866765e-14,7.21226172260513e-13
"203","HVO_RS08970",688.108864093741,1.33703126823741,0.177083634769766,7.55028136832487,4.34318911391059e-14,7.21226172260513e-13
"204","HVO_RS01890",3590.07909845176,1.11678500331905,0.147930148773871,7.54940769393928,4.37242152255572e-14,7.22308760691192e-13
"205","HVO_RS18170",562.045666281485,-1.41747827385756,0.188007943646773,-7.53945948433278,4.71923393288263e-14,7.76211389917173e-13
"206","HVO_RS09235",8003.49398846709,-1.53384168832848,0.203570481940759,-7.5346959623294,4.8947393168368e-14,8.01593023185871e-13
"207","HVO_RS12930",5987.83297526341,1.20901364207073,0.160699765750557,7.52343126590116,5.33570565033222e-14,8.70042003241671e-13
"208","HVO_RS20950",1205.53803413501,-1.29421552680503,0.172715513392169,-7.49333688321541,6.71442658420895e-14,1.07629982068061e-12
"209","HVO_RS18955",1198.54085830174,1.01267463462356,0.135231169962984,7.48847055675663,6.96808141040677e-14,1.11044923410611e-12
"210","aglQ",348.661661112289,1.41278887404122,0.188670448289076,7.48813015950744,6.98617281832551e-14,1.11044923410611e-12
