"","pyrEplusFe2","pyrEplusFe3","troRplusFe1","troRplusFe2","troRplusFe3"
"HVO_RS06155",339.153445322432,320.102446338125,468.042629719938,419.854001468321,442.732591341052
"HVO_RS06160",17886.537416372,15845.6028253756,8266.95469035591,7776.5729107305,10443.4905618756
"HVO_RS06165",117.665481030232,127.615593224502,198.277425270406,231.847089164233,207.084599175653
"HVO_RS06170",1301.24179021668,1185.76155371099,2047.51790177195,1735.0593072727,2000.62765065674
"HVO_RS06175",957.935445563768,797.597457653135,1503.26660179502,1287.38365510467,1475.77530447017
"HVO_RS06180",898.410555160239,884.801446356544,975.875627096182,1010.01022843182,962.82437202933
"HVO_RS06185",1470.12636298948,1376.12148027087,1932.19327686977,2068.07603534496,1722.13456900672
"HVO_RS06190",29.0702953133513,29.7769717523837,45.1856717452966,64.9171849659853,44.0352308591906
"HVO_RS06195",602.17040291942,694.441519796663,826.830351637816,754.55689018905,881.894758558385
"HVO_RS06205",1987.8544795225,1936.56662718181,2742.83771624062,2724.83560792292,1994.67694378388
"HVO_RS06210",2419.75600989229,2516.15411307642,2618.74572219383,2583.19811345168,2081.55726412769
"HVO_RS06215",1187.72920851693,1245.31549721576,1758.19471999983,1735.0593072727,1363.90201526034
"HVO_RS06220",753.059078593482,677.426107366729,2079.88972630589,2138.05170225635,1466.25417347359
"HVO_RS06225",87.210885940054,86.1405254265385,348.67152675102,384.44462785051,210.655023299371
"HVO_RS06230",765.517776584918,873.103350310965,2034.7040545606,2322.6862932635,1354.38088426375
"HVO_RS06235",582.790206043853,528.54124860481,1636.12596498641,1880.06912304087,1146.10614371353
"HVO_RS06240",235.330962060463,219.073435035394,403.973393663174,452.73413411343,305.866333265189
"HVO_RS06245",2559.57028735174,2544.86762155193,3794.24760058267,3607.54070739547,3350.24796942221
"HVO_RS06250",495.579320103799,426.448774025209,383.066590318336,386.973868823211,430.831177595324
"HVO_RS06255",921.943651366285,993.27470059737,1671.86985457598,1798.29033159022,1544.80350419539
"HVO_RS06265",3208.80688268326,3020.2357063132,2305.81808503238,2363.99722915095,2346.9587906574
"HVO_RS06270",462.356125459969,447.718039562626,457.252021541957,494.888150325109,442.732591341052
"HVO_RS06280",106.591082815622,110.600180794568,170.626491814329,175.360707440584,133.295833952145
"HVO_RS06285",6740.15561336703,6724.27829965436,10806.1196772371,9272.19740592086,9842.46916771639
"HVO_RS06290",225.640863622679,245.660016957165,265.044313371665,263.041061160876,261.831102405998
"HVO_RS06295",1061.75792882574,932.657293815732,933.387607395381,755.399970513284,975.91592714963
"HVO_RS06300",229.793762953158,203.121485882332,271.11403047178,274.844185700146,238.028274914544
"HVO_RS06305",8.30579866095752,11.6980960455793,9.44178215573363,15.1754458362044,9.52113099658176
"HVO_RS06310",1421.67587080056,1466.5158588049,1622.63770476394,1386.02405304,1390.08512550094
"HVO_RS06315",1677.77132951342,1700.47777971648,1382.54667280385,1348.92851877372,1111.59204385092
"HVO_RS06320",431.901530369791,430.702627132693,389.13630741845,421.540162116788,348.711422749807
