"","ID","strain","name","condition","time","reps","average","sd","sem","CI95"
"1070","idr(10Fe)","SH118","idr","(10Fe)",14.5016666666667,9,0.0772326636934744,0.00343514736605571,0.00114504912201857,0.00264048801038672
"1071","idr(10Fe)","SH118","idr","(10Fe)",15.0016666666667,9,0.0796482593564766,0.00360017293227217,0.00120005764409072,0.00276733788975658
"1072","idr(10Fe)","SH118","idr","(10Fe)",15.5016666666667,9,0.0820294529395388,0.0037677326521479,0.0012559108840493,0.00289613569206561
"1073","idr(10Fe)","SH118","idr","(10Fe)",16.0016666666667,9,0.084375080467912,0.00393757917243001,0.00131252639081,0.00302669128477246
"1074","idr(10Fe)","SH118","idr","(10Fe)",16.5016666666667,9,0.0866840683713191,0.00410945764331051,0.00136981921443684,0.00315880877297347
"1075","idr(10Fe)","SH118","idr","(10Fe)",17.0016666666667,9,0.0889554339575153,0.00428310814508706,0.00142770271502902,0.00329228836469914
"1076","idr(10Fe)","SH118","idr","(10Fe)",17.5016666666667,9,0.0911882854668459,0.00445826792462776,0.00148608930820925,0.00342692809001323
"1077","idr(10Fe)","SH118","idr","(10Fe)",18.0016666666667,9,0.0933818217250078,0.00463467343992191,0.00154489114664064,0.00356252537259361
"1078","idr(10Fe)","SH118","idr","(10Fe)",18.5016666666667,9,0.0955353314136392,0.00481206221418525,0.00160402073806175,0.00369887845492363
"1079","idr(10Fe)","SH118","idr","(10Fe)",19.0016666666667,9,0.0976481919804468,0.00499017450340453,0.00166339150113484,0.00383578768008041
"1080","idr(10Fe)","SH118","idr","(10Fe)",19.5016666666667,9,0.0997198682123238,0.00516875478301481,0.00172291826100494,0.00397305663449616
"1081","idr(10Fe)","SH118","idr","(10Fe)",20.0016666666667,9,0.101749910496323,0.00534755306073239,0.0017825176869108,0.00411049315709087
"1082","idr(10Fe)","SH118","idr","(10Fe)",20.5016666666667,9,0.103737952794424,0.00552632602352146,0.00184210867450715,0.00424791022090896
"1083","idr(10Fe)","SH118","idr","(10Fe)",21.0016666666667,9,0.105683710358774,0.00570483802733741,0.00190161267577914,0.00438512669390335
"1084","idr(10Fe)","SH118","idr","(10Fe)",21.5016666666667,9,0.107586977214534,0.00588286193872836,0.00196095397957612,0.0045219679858476
"1085","idr(10Fe)","SH118","idr","(10Fe)",22.0016666666667,9,0.109447623437585,0.00606017983763378,0.00202005994587793,0.00465826658855481
"1086","idr(10Fe)","SH118","idr","(10Fe)",22.5016666666667,9,0.11126559225423,0.00623658359083884,0.00207886119694628,0.00479386251667361
"1087","idr(10Fe)","SH118","idr","(10Fe)",23.0016666666667,9,0.113040896989629,0.00641187530554593,0.00213729176851531,0.00492860365633413
"1088","idr(10Fe)","SH118","idr","(10Fe)",23.5016666666667,9,0.114773617891095,0.0065858676724388,0.00219528922414627,0.00506234602885044
"1089","idr(10Fe)","SH118","idr","(10Fe)",24.0016666666667,9,0.116463898851567,0.00675838420745138,0.00225279473581713,0.00519495397656047
"1090","idr(10Fe)","SH118","idr","(10Fe)",24.5016666666667,9,0.118111944057553,0.00692925940122874,0.00230975313374291,0.00532630027771194
"1091","idr(10Fe)","SH118","idr","(10Fe)",25.0016666666667,9,0.119718014584726,0.00709833878499242,0.00236611292833081,0.00545626619709088
"1092","idr(10Fe)","SH118","idr","(10Fe)",25.5016666666667,9,0.121282424963048,0.00726547892120353,0.00242182630706784,0.00558474147884468
"1093","idr(10Fe)","SH118","idr","(10Fe)",26.0016666666667,9,0.122805539731953,0.00743054732706571,0.0024768491090219,0.00571162428768126
"1094","idr(10Fe)","SH118","idr","(10Fe)",26.5016666666667,9,0.124287770004658,0.0075934223385291,0.0025311407795097,0.00583682110433326
"1095","idr(10Fe)","SH118","idr","(10Fe)",27.0016666666667,9,0.125729570059168,0.00775399292205678,0.00258466430735226,0.00596024658086892
"1096","idr(10Fe)","SH118","idr","(10Fe)",27.5016666666667,9,0.127131433972029,0.00791215844099997,0.00263738614699999,0.00608182336111216
"1097","idr(10Fe)","SH118","idr","(10Fe)",28.0016666666667,9,0.128493892309331,0.00806782838300042,0.00268927612766681,0.0062014818711055
"1098","idr(10Fe)","SH118","idr","(10Fe)",28.5016666666667,9,0.129817508887918,0.00822092205441144,0.00274030735147048,0.0063191600842213
"1099","idr(10Fe)","SH118","idr","(10Fe)",29.0016666666667,9,0.131102877618277,0.00837136824729414,0.00279045608243138,0.00643480326519238
"1100","idr(10Fe)","SH118","idr","(10Fe)",29.5016666666667,9,0.132350619439082,0.00851910488412164,0.00283970162804055,0.0065483636970075
"1101","idr(10Fe)","SH118","idr","(10Fe)",30.0016666666667,9,0.133561379351952,0.00866407864490085,0.00288802621496695,0.00665980039429182
"1102","idr(10Fe)","SH118","idr","(10Fe)",30.5016666666667,9,0.134735823563614,0.00880624458101289,0.00293541486033763,0.00676907880647834
"1103","idr(10Fe)","SH118","idr","(10Fe)",31.0016666666667,9,0.135874636741365,0.00894556571967504,0.00298185523989168,0.00687617051377043
"1104","idr(10Fe)","SH118","idr","(10Fe)",31.5016666666667,9,0.136978519386493,0.00908201266254494,0.00302733755418165,0.00698105291860175
"1105","idr(10Fe)","SH118","idr","(10Fe)",32.0016666666667,9,0.13804818532918,0.00921556318162248,0.00307185439387416,0.0070837089350189
"1106","idr(10Fe)","SH118","idr","(10Fe)",32.5016666666667,9,0.139084359347338,0.00934620181525698,0.00311540060508566,0.00718412667814509
"1107","idr(10Fe)","SH118","idr","(10Fe)",33.0016666666667,9,0.140087774910835,0.00947391946674021,0.00315797315558007,0.00728229915563139
"1108","idr(10Fe)","SH118","idr","(10Fe)",33.5016666666667,9,0.141059172051707,0.00959871300765665,0.00319957100255222,0.00737822396276475
"1109","idr(10Fe)","SH118","idr","(10Fe)",34.0016666666667,9,0.141999295360077,0.00972058488787548,0.00324019496262516,0.00747190298268133
"1110","idr(10Fe)","SH118","idr","(10Fe)",34.5016666666667,9,0.142908892104838,0.00983954275380132,0.00327984758460044,0.00756334209292801
"1111","idr(10Fe)","SH118","idr","(10Fe)",35.0016666666667,9,0.143788710477456,0.00995559907625361,0.00331853302541787,0.0076525508794252
"1112","idr(10Fe)","SH118","idr","(10Fe)",35.5016666666667,9,0.144639497956696,0.0100687707891177,0.00335625692970591,0.00773954235870946
"1113","idr(10Fe)","SH118","idr","(10Fe)",36.0016666666667,9,0.145461999791573,0.0101790789397032,0.00339302631323441,0.0078243327091751
"1114","idr(10Fe)","SH118","idr","(10Fe)",36.5016666666667,9,0.146256957599403,0.0102865483515561,0.0034288494505187,0.00790694101188865
"1115","idr(10Fe)","SH118","idr","(10Fe)",37.0016666666667,9,0.147025108075462,0.0103912073003002,0.00346373576676675,0.0079873890014187
"1116","idr(10Fe)","SH118","idr","(10Fe)",37.5016666666667,9,0.147767181810475,0.0104930872029316,0.00349769573431052,0.00806570082700604
"1117","idr(10Fe)","SH118","idr","(10Fe)",38.0016666666667,9,0.14848390221189,0.0105922223208485,0.00353074077361616,0.00814190282429283
"1118","idr(10Fe)","SH118","idr","(10Fe)",38.5016666666667,9,0.149175984524732,0.0106886494767824,0.00356288315892746,0.00821602329773601
"1119","idr(10Fe)","SH118","idr","(10Fe)",39.0016666666667,9,0.149844134947685,0.0107824077856824,0.00359413592856079,0.00828809231374705
"1120","idr(10Fe)","SH118","idr","(10Fe)",39.5016666666667,9,0.150489049839939,0.0108735383995155,0.0036245127998385,0.00835814150452802
"1121","idr(10Fe)","SH118","idr","(10Fe)",40.0016666666667,9,0.151111415014302,0.0109620842658599,0.00365402808861996,0.0084262038825098
"1122","idr(10Fe)","SH118","idr","(10Fe)",40.5016666666667,9,0.151711905112056,0.0110480899000984,0.00368269663336614,0.00849231366524477
"1123","idr(10Fe)","SH118","idr","(10Fe)",41.0016666666667,9,0.152291183055045,0.0111316011709597,0.00371053372365323,0.00855650611055886
"1124","idr(10Fe)","SH118","idr","(10Fe)",41.5016666666667,9,0.152849899570519,0.0112126650991023,0.0037375550330341,0.00861881736172977
"1125","idr(10Fe)","SH118","idr","(10Fe)",42.0016666666667,9,0.153388692784332,0.0112913296683951,0.0037637765561317,0.00867928430242419
"1126","idr(10Fe)","SH118","idr","(10Fe)",42.5016666666667,9,0.153908187878183,0.011367643649513,0.00378921454983765,0.00873794442110142
