"","ID","strain","name","condition","time","reps","average","sd","CI95","sem"
"1","arsR--Fe","AKS338","arsR","--Fe",0,9,0,0,0,0
"2","arsR--Fe","AKS338","arsR","--Fe",0.501666666666667,9,0.0017451630538037,0.000383328928678042,0.000294652698224983,0.000127776309559347
"3","arsR--Fe","AKS338","arsR","--Fe",1.00166666666667,9,0.00343873651159259,0.000738580219997508,0.000567723013831419,0.000246193406665836
"4","arsR--Fe","AKS338","arsR","--Fe",1.50166666666667,9,0.00508597994754252,0.0010668137166472,0.000820025614026992,0.000355604572215734
"5","arsR--Fe","AKS338","arsR","--Fe",2.00166666666667,9,0.0066864840114154,0.00136797128545255,0.00105151581369804,0.000455990428484182
"6","arsR--Fe","AKS338","arsR","--Fe",2.50166666666667,9,0.00824003212346888,0.00164218038876527,0.0012622915890813,0.000547393462921756
"7","arsR--Fe","AKS338","arsR","--Fe",3.00166666666667,9,0.00974658786022954,0.00188973879244809,0.00145258182328034,0.000629912930816029
"8","arsR--Fe","AKS338","arsR","--Fe",3.50166666666667,9,0.0112062815607693,0.00211109854328183,0.00162273399021046,0.000703699514427275
"9","arsR--Fe","AKS338","arsR","--Fe",4.00166666666667,9,0.0126193964444796,0.00230684965490231,0.00177320161449968,0.000768949884967437
"10","arsR--Fe","AKS338","arsR","--Fe",4.50166666666667,9,0.013986354504786,0.00247770389599719,0.00190453180999367,0.000825901298665731
"11","arsR--Fe","AKS338","arsR","--Fe",5.00166666666667,9,0.0153077024132962,0.00262447902522202,0.00201735316163952,0.000874826341740673
"12","arsR--Fe","AKS338","arsR","--Fe",5.50166666666667,9,0.0165840976371268,0.00274808376723166,0.00211236417704122,0.000916027922410554
"13","arsR--Fe","AKS338","arsR","--Fe",6.00166666666667,9,0.0178162949399725,0.00284950377601931,0.00219032249692681,0.000949834592006438
"14","arsR--Fe","AKS338","arsR","--Fe",6.50166666666667,9,0.0190051334060095,0.00292978878760355,0.00225203501982953,0.000976596262534517
"15","arsR--Fe","AKS338","arsR","--Fe",7.00166666666667,9,0.0201515240958468,0.00299004112571629,0.00229834906677742,0.000996680375238762
"16","arsR--Fe","AKS338","arsR","--Fe",7.50166666666667,9,0.0212564384161051,0.00303140569280896,0.00233014468769964,0.00101046856426965
"17","arsR--Fe","AKS338","arsR","--Fe",8.00166666666667,9,0.0223208972592487,0.00305506155529351,0.00234832819327003,0.0010183538517645
"18","arsR--Fe","AKS338","arsR","--Fe",8.50166666666667,9,0.0233459609482632,0.003062215216986,0.00235382698441828,0.001020738405662
"19","arsR--Fe","AKS338","arsR","--Fe",9.00166666666667,9,0.024332720001751,0.00305409566834481,0.00234758574683742,0.00101803188944827
"20","arsR--Fe","AKS338","arsR","--Fe",9.50166666666667,9,0.025282286718966,0.0030319513009255,0.00233056407922395,0.00101065043364183
"21","arsR--Fe","AKS338","arsR","--Fe",10.0016666666667,9,0.026195787571097,0.0029970487854128,0.00230373563085685,0.000999016261804268
"22","arsR--Fe","AKS338","arsR","--Fe",10.5016666666667,9,0.0270743563745318,0.00295067402531439,0.0022680888346715,0.00098355800843813
"23","arsR--Fe","AKS338","arsR","--Fe",11.0016666666667,9,0.0279191282136509,0.00289413531250711,0.00222462933282726,0.000964711770835703
"24","arsR--Fe","AKS338","arsR","--Fe",11.5016666666667,9,0.0287312340746371,0.0028287688173516,0.00217438419678313,0.000942922939117201
"25","arsR--Fe","AKS338","arsR","--Fe",12.0016666666667,9,0.0295117961475743,0.00275594653114499,0.00211840803240731,0.000918648843714996
"26","arsR--Fe","AKS338","arsR","--Fe",12.5016666666667,9,0.0302619237514711,0.00267708671889017,0.00205779101468696,0.000892362239630056
"27","arsR--Fe","AKS338","arsR","--Fe",13.0016666666667,9,0.0309827098355275,0.00259366679788103,0.00199366878708513,0.000864555599293676
"28","arsR--Fe","AKS338","arsR","--Fe",13.5016666666667,9,0.0316752280097252,0.00250723827424947,0.00192723394278714,0.000835746091416489
"29","arsR--Fe","AKS338","arsR","--Fe",14.0016666666667,9,0.0323405300584486,0.00241944286225799,0.00185974841508571,0.000806480954085997
"30","arsR--Fe","AKS338","arsR","--Fe",14.5016666666667,9,0.0329796438921495,0.00233202807456531,0.00179255546111994,0.00077734269152177
"31","arsR--Fe","AKS338","arsR","--Fe",15.0016666666667,9,0.0335935718938741,0.00224685930266329,0.00172708894772116,0.000748953100887763
"32","arsR--Fe","AKS338","arsR","--Fe",15.5016666666667,9,0.034183289619655,0.00216592367279314,0.00166487631533253,0.000721974557597714
"33","arsR--Fe","AKS338","arsR","--Fe",16.0016666666667,9,0.0347497448141909,0.00209131894651398,0.00160753004623069,0.000697106315504661
"34","arsR--Fe","AKS338","arsR","--Fe",16.5016666666667,9,0.0352938567058146,0.00202521906197784,0.00155672117720506,0.000675073020659279
"35","arsR--Fe","AKS338","arsR","--Fe",17.0016666666667,9,0.0358165155473922,0.00196980787371568,0.0015141283674487,0.000656602624571894
"36","arsR--Fe","AKS338","arsR","--Fe",17.5016666666667,9,0.0363185823724458,0.00192717613357065,0.00148135871109357,0.000642392044523551
"37","arsR--Fe","AKS338","arsR","--Fe",18.0016666666667,9,0.0368008889383973,0.00189918539367455,0.00145984312377762,0.000633061797891517
"38","arsR--Fe","AKS338","arsR","--Fe",18.5016666666667,9,0.0372642378313543,0.001887315790167,0.00145071933885374,0.000629105263389001
"39","arsR--Fe","AKS338","arsR","--Fe",19.0016666666667,9,0.0377094027092742,0.00189252798162236,0.00145472578387025,0.000630842660540786
"40","arsR--Fe","AKS338","arsR","--Fe",19.5016666666667,9,0.0381371286626293,0.00191517478043785,0.0014721336544428,0.000638391593479282
"41","arsR--Fe","AKS338","arsR","--Fe",20.0016666666667,9,0.0385481326738428,0.00195498872989332,0.00150273736513718,0.000651662909964439
"42","arsR--Fe","AKS338","arsR","--Fe",20.5016666666667,9,0.0389431041587659,0.0020111497433334,0.0015459065415472,0.000670383247777799
"43","arsR--Fe","AKS338","arsR","--Fe",21.0016666666667,9,0.0393227055753173,0.00208241274970374,0.00160068413733957,0.00069413758323458
"44","arsR--Fe","AKS338","arsR","--Fe",21.5016666666667,9,0.0396875730861113,0.00216726138311752,0.00166590457051243,0.000722420461039173
"45","arsR--Fe","AKS338","arsR","--Fe",22.0013888888889,9,0.0400381262170426,0.00226399803029792,0.00174026293998703,0.000754666010099307
"46","arsR--Fe","AKS338","arsR","--Fe",22.5016666666667,9,0.040375523826527,0.00237114627679375,0.00182262437315345,0.000790382092264582
"47","arsR--Fe","AKS338","arsR","--Fe",23.0016666666667,9,0.0406997544018119,0.00248696555024154,0.00191165094765577,0.00082898851674718
"48","arsR--Fe","AKS338","arsR","--Fe",23.5016666666667,9,0.0410115472990711,0.00261006774306251,0.00200627566955505,0.000870022581020836
"49","arsR--Fe","AKS338","arsR","--Fe",24.0016666666667,9,0.0413114182961274,0.00273915573678565,0.00210550148533197,0.000913051912261882
"50","arsR--Fe","AKS338","arsR","--Fe",24.5016666666667,9,0.0415998614267169,0.00287308456529234,0.00220844829611847,0.000957694855097448
"51","arsR--Fe","AKS338","arsR","--Fe",25.0016666666667,9,0.0418773497664824,0.00301085483323865,0.00231434789864926,0.00100361827774622
"52","arsR--Fe","AKS338","arsR","--Fe",25.5016666666667,9,0.0421443362129333,0.00315160039185612,0.00242253451204376,0.00105053346395204
"53","arsR--Fe","AKS338","arsR","--Fe",26.0016666666667,9,0.0424012542558596,0.00329457371574569,0.00253243353741484,0.0010981912385819
"54","arsR--Fe","AKS338","arsR","--Fe",26.5016666666667,9,0.0426485187352734,0.00343913104881303,0.00264355014002396,0.00114637701627101
"55","arsR--Fe","AKS338","arsR","--Fe",27.0016666666667,9,0.0428865265844696,0.00358471843807412,0.00275545851391385,0.00119490614602471
"56","arsR--Fe","AKS338","arsR","--Fe",27.5016666666667,9,0.0431156575562495,0.00373085917097517,0.00286779222537771,0.00124361972365839
"57","arsR--Fe","AKS338","arsR","--Fe",28.0016666666667,9,0.0433362749307515,0.00387714277552218,0.00298023575771037,0.00129238092517406
"58","arsR--Fe","AKS338","arsR","--Fe",28.5016666666667,9,0.043548726203679,0.00402321554793165,0.00309251723011603,0.00134107184931055
"59","arsR--Fe","AKS338","arsR","--Fe",29.0016666666667,9,0.0437533437540186,0.00416877247758444,0.00320440219067835,0.00138959082586148
"60","arsR--Fe","AKS338","arsR","--Fe",29.5016666666667,9,0.0439504454906015,0.00431355040219472,0.00331568835495754,0.00143785013406491
"61","arsR--Fe","AKS338","arsR","--Fe",30.0016666666667,9,0.044140335477089,0.00445732222105233,0.0034262011578947,0.00148577407368411
"62","arsR--Fe","AKS338","arsR","--Fe",30.5016666666667,9,0.0443233045351546,0.00459989200514268,0.0035357899951172,0.00153329733504756
"63","arsR--Fe","AKS338","arsR","--Fe",31.0016666666667,9,0.0444996308258002,0.00474109086078112,0.00364432504344664,0.00158036362026037
"64","arsR--Fe","AKS338","arsR","--Fe",31.5016666666667,9,0.0446695804088847,0.00488077342310734,0.00375169456556004,0.00162692447436911
"65","arsR--Fe","AKS338","arsR","--Fe",32.0016666666667,9,0.0448334077810597,0.00501881487480074,0.00385780261837156,0.00167293829160025
"66","arsR--Fe","AKS338","arsR","--Fe",32.5016666666667,9,0.0449913563924075,0.00515510840252999,0.00396256709788663,0.00171836946751
"67","arsR--Fe","AKS338","arsR","--Fe",33.0016666666667,9,0.0451436591421542,0.00528956301853096,0.00406591806471847,0.00176318767284365
"68","arsR--Fe","AKS338","arsR","--Fe",33.5016666666667,9,0.0452905388539004,0.00542210168731765,0.00416779630415066,0.00180736722910588
"69","arsR--Fe","AKS338","arsR","--Fe",34.0016666666667,9,0.0454322087308618,0.00555265970805434,0.00426815208271829,0.00185088656935145
"70","arsR--Fe","AKS338","arsR","--Fe",34.5016666666667,9,0.0455688727916567,0.00568118331181566,0.0043669440699666,0.00189372777060522
"71","arsR--Fe","AKS338","arsR","--Fe",35.0016666666667,9,0.0457007262872079,0.00580762844010844,0.0044641383995398,0.00193587614670281
"72","arsR--Fe","AKS338","arsR","--Fe",35.5016666666667,9,0.0458279560993476,0.00593195967688124,0.00455970784825083,0.00197731989229375
"73","arsR--Fe","AKS338","arsR","--Fe",36.0016666666667,9,0.0459507411217353,0.00605414931102933,0.00465363111545903,0.00201804977034311
"74","arsR--Fe","AKS338","arsR","--Fe",36.5016666666667,9,0.0460692526237026,0.00617417651031197,0.00474589218808661,0.00205805883677066
"75","arsR--Fe","AKS338","arsR","--Fe",37.0016666666667,9,0.0461836545976473,0.00629202659079303,0.0048364797790611,0.00209734219693101
"76","arsR--Fe","AKS338","arsR","--Fe",37.5016666666667,9,0.0462941040905969,0.00640769036853209,0.00492538682898097,0.0021358967895107
"77","arsR--Fe","AKS338","arsR","--Fe",38.0016666666667,9,0.0464007515205593,0.00652116358239823,0.00501261006245104,0.00217372119413274
"78","arsR--Fe","AKS338","arsR","--Fe",38.5016666666667,9,0.0465037409782689,0.00663244637864233,0.0050981495918897,0.00221081545954744
"79","arsR--Fe","AKS338","arsR","--Fe",39.0016666666667,9,0.0466032105149303,0.00674154284931774,0.00518200856272759,0.00224718094977258
"80","arsR--Fe","AKS338","arsR","--Fe",39.5016666666667,9,0.0466992924165454,0.00684846061784091,0.00526419283484134,0.00228282020594697
"81","arsR--Fe","AKS338","arsR","--Fe",40.0016666666667,9,0.0467921134654003,0.0069532104659799,0.00534471069583152,0.0023177368219933
"82","arsR--Fe","AKS338","arsR","--Fe",40.5016666666667,9,0.0468817951892705,0.00705580599738822,0.00542357260239186,0.00235193533246274
"83","arsR--Fe","AKS338","arsR","--Fe",41.0016666666667,9,0.046968454098888,0.00715626333349351,0.00550079094654866,0.0023854211111645
"84","arsR--Fe","AKS338","arsR","--Fe",41.5016666666667,9,0.0470522019141971,0.0072546008381297,0.00557637984399423,0.00241820027937657
"85","arsR--Fe","AKS338","arsR","--Fe",42.0016666666667,9,0.0471331457799077,0.00735083886778959,0.0056503549421141,0.00245027962259653
"86","arsR--Fe","AKS338","arsR","--Fe",42.5016666666667,9,0.0472113884708378,0.00744499954478464,0.00572273324562217,0.00248166651492821
"87","arsR100microMFe","AKS338","arsR","100microMFe",0,9,0,0,0,0
"88","arsR100microMFe","AKS338","arsR","100microMFe",0.501666666666667,9,0.00261367296759323,0.000243816586921439,0.000187414019224068,8.12721956404796e-05
"89","arsR100microMFe","AKS338","arsR","100microMFe",1.00166666666667,9,0.00523784817944296,0.000494680508274519,0.000380245099228646,0.000164893502758173
"90","arsR100microMFe","AKS338","arsR","100microMFe",1.50166666666667,9,0.00787942777820456,0.000753145661660013,0.000578919003399689,0.000251048553886671
"91","arsR100microMFe","AKS338","arsR","100microMFe",2.00166666666667,9,0.0105366149913732,0.00101894417738042,0.000783229828860482,0.000339648059126805
"92","arsR100microMFe","AKS338","arsR","100microMFe",2.50166666666667,9,0.0132075682388365,0.0012917840183697,0.000992953096050397,0.000430594672789901
"93","arsR100microMFe","AKS338","arsR","100microMFe",3.00166666666667,9,0.0158904060307388,0.00157135004871797,0.00120784657006563,0.000523783349572655
"94","arsR100microMFe","AKS338","arsR","100microMFe",3.50166666666667,9,0.0185832121084777,0.00185730526433882,0.00142765120663393,0.000619101754779606
"95","arsR100microMFe","AKS338","arsR","100microMFe",4.00166666666667,9,0.0212840408002705,0.00214929217769125,0.001652092216506,0.000716430725897083
"96","arsR100microMFe","AKS338","arsR","100microMFe",4.50166666666667,9,0.0239909225604881,0.00244693434662048,0.00188088024062664,0.000815644782206827
"97","arsR100microMFe","AKS338","arsR","100microMFe",5.00166666666667,9,0.0267018696600017,0.00274983803563998,0.00211371262710916,0.00091661267854666
"98","arsR100microMFe","AKS338","arsR","100microMFe",5.50166666666667,9,0.0294148819931611,0.00305759399636717,0.00235027479979937,0.00101919799878906
"99","arsR100microMFe","AKS338","arsR","100microMFe",6.00166666666667,9,0.0321279529657425,0.00336977935238139,0.0025902417071057,0.00112325978412713
"100","arsR100microMFe","AKS338","arsR","100microMFe",6.50166666666667,9,0.0348390754272952,0.00368595957251732,0.00283327933880677,0.00122865319083911
"101","arsR100microMFe","AKS338","arsR","100microMFe",7.00166666666667,9,0.0375462476107954,0.00400569051556358,0.00307904629774591,0.00133523017185453
"102","arsR100microMFe","AKS338","arsR","100microMFe",7.50166666666667,9,0.0402474790423826,0.00432852052852353,0.00332719541269713,0.00144284017617451
"103","arsR100microMFe","AKS338","arsR","100microMFe",8.00166666666667,9,0.0429407963842272,0.00465399258002825,0.00357737537825155,0.00155133086000942
"104","arsR100microMFe","AKS338","arsR","100microMFe",8.50166666666667,9,0.0456242491742399,0.00498164641017578,0.00382923240733011,0.00166054880339193
"105","arsR100microMFe","AKS338","arsR","100microMFe",9.00166666666667,9,0.0482959154273834,0.00531102067801717,0.00408241188188747,0.00177034022600572
"106","arsR100microMFe","AKS338","arsR","100microMFe",9.50166666666667,9,0.0509539070647609,0.00564165508811029,0.00433655998752599,0.00188055169603676
"107","arsR100microMFe","AKS338","arsR","100microMFe",10.0016666666667,9,0.0535963751384239,0.00597309247801639,0.00459132531808757,0.00199103082600546
"108","arsR100microMFe","AKS338","arsR","100microMFe",10.5016666666667,9,0.0562215148219217,0.0063048808493091,0.00484636043682545,0.0021016269497697
"109","arsR100microMFe","AKS338","arsR","100microMFe",11.0016666666667,9,0.0588275701389861,0.00663657532558675,0.00510132338146566,0.00221219177519558
"110","arsR100microMFe","AKS338","arsR","100microMFe",11.5016666666667,9,0.0614128384053676,0.00696774002210591,0.0053558791013346,0.00232258000736864
