"","variable","k","n0","r","t_mid","t_gen","auc_l","auc_e","sigma","strain","name","media","condition","techrep","biorep","ID"
"135","41",0.357080425742684,0.279893291609841,0.0473634870578528,-27.1976520802422,14.6346315192818,21.4691310221744,21.2959616666667,0.00515406482576132,"AKS338","arsR","PR","(--Fe)",1,1,"arsR ((--Fe))"
"136","42",0.343153418959715,0.271767692833934,0.0482857410090727,-27.6862209798141,14.3551111792963,20.7279268480101,20.5636916666667,0.00534181087878398,"AKS338","arsR","PR","(--Fe)",2,1,"arsR ((--Fe))"
"137","43",0.362138652384057,0.274533855177946,0.037108364801068,-30.7811684610667,18.6790009281141,21.1114534694651,20.9424358333333,0.00581599490582351,"AKS338","arsR","PR","(--Fe)",3,1,"arsR ((--Fe))"
"138","44",0.776608155560634,0.226724944294262,0.0546599218587414,16.2087375678996,12.6810861960479,33.9408579899394,33.5974183333333,0.0122467226745938,"H26","pyrE","PR","(-Fe)",1,1,"pyrE ((-Fe))"
"139","45",0.787454146920858,0.226483280091498,0.0533170686929513,17.0113975131367,13.0004742862314,33.8812569058239,33.5364266666667,0.0135889729227952,"H26","pyrE","PR","(-Fe)",2,1,"pyrE ((-Fe))"
"140","46",0.767778661013667,0.226893471981837,0.054582405353941,15.9158690401923,12.699095543064,33.6919602355782,33.3514183333333,0.0127422069250541,"H26","pyrE","PR","(-Fe)",3,1,"pyrE ((-Fe))"
"141","47",0.809689852805391,0.231193012177542,0.0572727851038088,16.0142408203661,12.1025575987547,35.7400973542647,35.3701683333333,0.00966332450566914,"H26","pyrE","PR","(-Fe)",1,2,"pyrE ((-Fe))"
"142","48",0.825822840475991,0.238125723200523,0.0546711903291832,16.5244788001274,12.6784724529758,35.9248347112685,35.556185,0.0121517233016942,"H26","pyrE","PR","(-Fe)",2,2,"pyrE ((-Fe))"
"143","49",0.827355109099967,0.241800400148946,0.0545007473969727,16.2281632375934,12.7181224784166,36.1323284460484,35.7599341666667,0.0111708456049598,"H26","pyrE","PR","(-Fe)",3,2,"pyrE ((-Fe))"
"144","5",0.347047240191689,0.260173092996717,0.068779379035214,-15.9479000801226,10.0778342329183,21.123542620948,20.9604125,0.00595018489074849,"H26","pyrE","PR","(--Fe)",1,1,"pyrE ((--Fe))"
"145","50",0.812658009916744,0.236003488489192,0.0515104429328527,17.3439927901224,13.4564399196394,34.6154861567271,34.2601833333333,0.0152633694185301,"H26","pyrE","PR","(-Fe)",1,3,"pyrE ((-Fe))"
"146","51",0.681359086260332,0.221206730312726,0.0617292002144687,11.8656963824049,11.228837862012,32.2785613222746,31.977935,0.024263022269227,"H26","pyrE","PR","(-Fe)",2,3,"pyrE ((-Fe))"
"147","52",0.742747685575165,0.21300579383069,0.0608009835506938,14.9844701777574,11.4002626286797,33.5905578055705,33.266925,0.0236037705212381,"H26","pyrE","PR","(-Fe)",3,3,"pyrE ((-Fe))"
"148","53",0.684604080961225,0.24281385021746,0.0494959921966274,12.0926978224993,14.0041071973334,31.1355061487127,30.831185,0.0140397280454978,"SH118","idr","PR","(-Fe)",1,1,"idr ((-Fe))"
"149","54",0.698246411159263,0.23862522545773,0.0480678180922224,13.637157666387,14.4201923047574,30.9702171151525,30.668185,0.0176238129091409,"SH118","idr","PR","(-Fe)",2,1,"idr ((-Fe))"
"150","55",0.716707964280112,0.244483643819312,0.0459123190132682,14.3383242627791,15.0971938568303,31.2517155736433,30.9426866666667,0.0148304794308575,"SH118","idr","PR","(-Fe)",3,1,"idr ((-Fe))"
"151","56",0.693453942891867,0.235245513934993,0.0506727614743952,13.1568605562982,13.6788909937381,31.2355203946008,30.9239283333333,0.0103289165342535,"SH118","idr","PR","(-Fe)",1,2,"idr ((-Fe))"
"152","57",0.748323190614929,0.239492852829177,0.0474420395990643,15.8844575067158,14.6104001096449,32.1345152803449,31.8091833333333,0.0125906554229521,"SH118","idr","PR","(-Fe)",2,2,"idr ((-Fe))"
"153","58",0.727095457356055,0.242927334014095,0.0485917936929114,14.1931341615954,14.2646963176637,32.0733529592499,31.7519316666667,0.0105627843669657,"SH118","idr","PR","(-Fe)",3,2,"idr ((-Fe))"
"154","59",0.732566525959669,0.259719801663482,0.054643736053613,10.9649882154814,12.68484241048,34.3973733699193,34.0572033333333,0.00912315844646512,"SH118","idr","PR","(-Fe)",1,3,"idr ((-Fe))"
"155","6",0.343741857657087,0.254979595334009,0.0758670079478517,-13.9088381942277,9.13634528774866,21.0011911787636,20.8394,0.0061114127200297,"H26","pyrE","PR","(--Fe)",2,1,"pyrE ((--Fe))"
"156","60",0.530575118419384,0.263187913423744,0.0696620270351649,0.227233368917945,9.9501437161748,29.2306925578139,28.977725,0.0125501875776431,"SH118","idr","PR","(-Fe)",2,3,"idr ((-Fe))"
"157","61",0.572099798487503,0.257704035211713,0.0632370223943429,3.14437336311545,10.9610976974456,30.1507929550612,29.879965,0.0126536349501092,"SH118","idr","PR","(-Fe)",3,3,"idr ((-Fe))"
"158","62",0.645478691881479,0.240180446283303,0.0631916197468722,8.28009642290996,10.9689731539799,32.1375955058559,31.8424541666667,0.0213279901351772,"SH119","sirR","PR","(-Fe)",1,1,"sirR ((-Fe))"
"159","63",0.669043749213574,0.242388358217563,0.0607933310580754,9.30094477166478,11.4016976615048,32.6804040916064,32.3749566666667,0.0210816789868195,"SH119","sirR","PR","(-Fe)",2,1,"sirR ((-Fe))"
"160","64",0.699368080350177,0.244222275020849,0.0597593226885577,10.4174381011117,11.598979864152,33.5862026316671,33.2682108333333,0.0207854608027993,"SH119","sirR","PR","(-Fe)",3,1,"sirR ((-Fe))"
"161","65",0.761963029833622,0.246307554617312,0.050368596940148,14.6690185274171,13.7614947143276,33.5973720080367,33.2627016666667,0.0152230248718367,"SH119","sirR","PR","(-Fe)",1,2,"sirR ((-Fe))"
"162","66",0.804244625868744,0.24435362440766,0.0477469883977788,17.3649835497385,14.5170869162544,33.8590673334435,33.5189591666667,0.0195756303835263,"SH119","sirR","PR","(-Fe)",2,2,"sirR ((-Fe))"
"163","67",0.811166653981735,0.242889429586325,0.0486259354395219,17.4804463005354,14.2546806409933,34.1875407963315,33.8432025,0.0179297771568078,"SH119","sirR","PR","(-Fe)",3,2,"sirR ((-Fe))"
"164","68",0.766168888486749,0.24159787932717,0.053557018888324,14.4762746478888,12.9422285808193,34.2155985086805,33.8736925,0.0122537938831786,"SH119","sirR","PR","(-Fe)",1,3,"sirR ((-Fe))"
"165","69",0.789559386025034,0.241563716710807,0.0520829597337223,15.7274877001593,13.3085213302721,34.4891889074283,34.1441958333333,0.0148853265254445,"SH119","sirR","PR","(-Fe)",2,3,"sirR ((-Fe))"
"166","7",0.343530057317681,0.252738007710158,0.0826601704930681,-12.3854291739679,8.38550388204283,21.0608324735207,20.9001425,0.00627904954541611,"H26","pyrE","PR","(--Fe)",3,1,"pyrE ((--Fe))"
"167","70",0.724307681029217,0.243923203434214,0.0539327183690339,12.566274481112,12.8520720171584,33.2350699219465,32.9159475,0.0200093762977569,"SH119","sirR","PR","(-Fe)",3,3,"sirR ((-Fe))"
"168","71",0.377014425163221,0.293497723557566,0.0244968165516531,-51.305574718685,28.2953982652562,21.5181786983266,21.3469691666667,0.0056484627775138,"SH117","troR","PR","(-Fe)",1,1,"troR ((-Fe))"
"169","72",0.371021768103012,0.293908017459087,0.0241152658185598,-55.4829148403344,28.7430868801156,21.3514210575599,21.1814733333333,0.00538713702039364,"SH117","troR","PR","(-Fe)",2,1,"troR ((-Fe))"
"170","73",274064.954901219,0.294515364021491,0.00370360227582161,3710.85835578539,187.154864085987,21.6443322544185,21.4639683333333,0.00579937742507253,"SH117","troR","PR","(-Fe)",3,1,"troR ((-Fe))"
"171","74",0.500102784276932,0.290784541316261,0.00803862618685682,-40.8934051678696,86.2270697066674,20.8893496945942,20.7209575,0.00618945423023923,"SH117","troR","PR","(-Fe)",1,2,"troR ((-Fe))"
"172","75",0.376828245074138,0.289872138374328,0.0165472979038822,-72.7633272780606,41.8888440025804,20.7379441691722,20.5737091666667,0.00573999520074937,"SH117","troR","PR","(-Fe)",2,2,"troR ((-Fe))"
"173","76",72.9388815110981,0.296586656377667,0.00327191308845682,1681.26811933562,211.847674990311,21.4711651080405,21.2962175,0.00586976796361437,"SH117","troR","PR","(-Fe)",3,2,"troR ((-Fe))"
"174","77",0.86294206920477,0.294608570604001,0.00831627757270051,79.0090025436375,83.3482498029299,22.7196768942968,22.5249775,0.00697196194176932,"SH117","troR","PR","(-Fe)",1,3,"troR ((-Fe))"
"175","78",491370.031342382,0.29397791898317,0.00437442159979076,3275.67941171851,158.45458988066,22.102078271129,21.9139708333333,0.00643365611324181,"SH117","troR","PR","(-Fe)",2,3,"troR ((-Fe))"
"176","79",352960.850810525,0.295736345983613,0.00387066195713342,3614.98851804948,179.077167739361,21.8572525219712,21.67522,0.00689927150483113,"SH117","troR","PR","(-Fe)",3,3,"troR ((-Fe))"
"177","8",0.346344264672573,0.261711549578726,0.0727446585057637,-15.5189682589481,9.52849590331126,21.1919563089288,21.0274191666667,0.00570790760407385,"H26","pyrE","PR","(--Fe)",1,2,"pyrE ((--Fe))"
"178","80",0.515293246639407,0.255280570539216,0.0741593920184598,0.247671490239477,9.34672145623047,28.6704909245542,28.4262025,0.0161430375722045,"AKS338","arsR","PR","(-Fe)",1,1,"arsR ((-Fe))"
"179","81",0.489072367524301,0.255823310094187,0.0597101125828451,-1.54714517447581,11.6085391665982,26.6344982419748,26.403445,0.0124096616940674,"AKS338","arsR","PR","(-Fe)",2,1,"arsR ((-Fe))"
"180","82",0.586863577744514,0.236765561086187,0.0667033248383859,5.86391616893761,10.391493710986,30.3285890281174,30.0629441666667,0.0223342108718681,"AKS338","arsR","PR","(-Fe)",3,1,"arsR ((-Fe))"
"181","83",0.794490076391715,0.18977679701583,0.0805367838862921,14.3897700198176,8.60659126317464,37.6827870033731,37.3556791666667,0.0315071833239639,"H26","pyrE","PR","(10Fe)",1,1,"pyrE ((10Fe))"
"182","84",0.796615660395171,0.194436681771382,0.0784825547436401,14.4038142620704,8.8318631168937,37.6551135819912,37.3254375,0.0322245729281454,"H26","pyrE","PR","(10Fe)",2,1,"pyrE ((10Fe))"
"183","85",0.819982409116114,0.199796754174622,0.0756627785268215,14.970614059027,9.16100616519434,38.2400039651349,37.8946933333333,0.0286419443627339,"H26","pyrE","PR","(10Fe)",3,1,"pyrE ((10Fe))"
"184","86",0.844252515582846,0.194013643652189,0.0854344207293554,14.1560192676266,8.11320747121047,40.4723904872154,40.1244458333333,0.0298988526242257,"H26","pyrE","PR","(10Fe)",1,2,"pyrE ((10Fe))"
"185","87",0.848167372593634,0.196677179129993,0.084888339351909,14.1091067789297,8.16539922740705,40.6600690137982,40.3134491666667,0.0315905097475194,"H26","pyrE","PR","(10Fe)",2,2,"pyrE ((10Fe))"
"186","88",0.873440181777722,0.204422922241996,0.0811289452491714,14.6140056311364,8.54377162714345,41.3177173326402,40.9484491666667,0.0273466349523383,"H26","pyrE","PR","(10Fe)",3,2,"pyrE ((10Fe))"
"187","89",0.863703481994503,0.203052027465953,0.0769469746620253,15.3321708431348,9.00811479079535,40.1330753872531,39.7674366666667,0.0265707373677548,"H26","pyrE","PR","(10Fe)",1,3,"pyrE ((10Fe))"
"188","9",0.348923093176793,0.267578607613455,0.0745067585024608,-15.9813735361756,9.30314503666204,21.44813650127,21.2809325,0.00564577678242511,"H26","pyrE","PR","(--Fe)",2,2,"pyrE ((--Fe))"
"189","90",0.828780141355327,0.203573153986839,0.076514865450777,14.664566796939,9.05898711938343,38.8916329998393,38.550435,0.0315875047847674,"H26","pyrE","PR","(10Fe)",2,3,"pyrE ((10Fe))"
"190","91",0.639740466940177,0.213047359495655,0.0827998542216363,8.38830644550354,8.37135749906695,33.1584752292492,32.8761866666667,0.0263538135410609,"H26","pyrE","PR","(10Fe)",3,3,"pyrE ((10Fe))"
"191","92",0.68237315670198,0.200389731936843,0.0861504285772014,10.1873619138279,8.04577750810375,34.7190541275947,34.4289333333333,0.0286606182850041,"SH118","idr","PR","(10Fe)",1,1,"idr ((10Fe))"
"192","93",0.693318212668819,0.202459709712104,0.0842213121895539,10.5153313279222,8.230068643432,35.0156558337806,34.7219375,0.0289087471168651,"SH118","idr","PR","(10Fe)",2,1,"idr ((10Fe))"
"193","94",0.703036932405986,0.202976210987657,0.0844989484615465,10.6704375069671,8.20302729418438,35.4451897619343,35.148945,0.0303903117406067,"SH118","idr","PR","(10Fe)",3,1,"idr ((10Fe))"
"194","95",0.68462320952621,0.209680510582375,0.0783003868588758,10.4419556746452,8.85241067594256,34.2755839473001,33.9739416666667,0.0238081198126309,"SH118","idr","PR","(10Fe)",1,2,"idr ((10Fe))"
"195","96",0.682929995124835,0.208761170565025,0.0781390209720483,10.498884475971,8.87069190191027,34.1545926016801,33.8539375,0.0237162892701019,"SH118","idr","PR","(10Fe)",2,2,"idr ((10Fe))"
"196","97",0.698024642474297,0.211208512038647,0.0784479698062149,10.6445156458023,8.83575677321138,34.859214669979,34.5511916666667,0.0244986020418934,"SH118","idr","PR","(10Fe)",3,2,"idr ((10Fe))"
"197","98",0.709031024979914,0.22457163465016,0.0807776885373191,9.51796074465626,8.580923682159,36.0941678411576,35.7737,0.0217402451294472,"SH118","idr","PR","(10Fe)",1,3,"idr ((10Fe))"
"198","99",0.71026236634965,0.227940153147643,0.0803643484163042,9.32663910422738,8.62505817840141,36.2223637352876,35.8984491666667,0.0210282283725171,"SH118","idr","PR","(10Fe)",2,3,"idr ((10Fe))"
